"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/03/20","Spain","Lizandra solar farm","--",NA,NA,85.7,"MWp/dc","PV","pre-construction",NA,NA,"Ardermer Itg",NA,NA,NA,NA,"41.3473","-0.7809","approximate",NA,NA,NA,"Aragón","Southern Europe","Europe","L100000824681","G100000827880",NA,NA,"https://www.gem.wiki/Lizandra_solar_farm"
"2024/04/25","Spain","Llanero Palero 2 solar farm","--",NA,NA,35,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Avintia Energía",NA,NA,"38.8725","-1.1002","approximate","Almansa",NA,"Albacete",NA,"Southern Europe","Europe","L100001007601","G100001008781",NA,NA,"https://www.gem.wiki/Llanero_Palero_2_solar_farm"
"2024/04/03","Spain","Llano Palero solar farm","2","Planta solar fotovoltaica Llano Palero",NA,35,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Pale Directorship SL",NA,NA,"38.9582","-1.0743","approximate","Ayora",NA,"Valencia","Comunidad Valenciana","Southern Europe","Europe","L100001005060","G100001005975",NA,NA,"https://www.gem.wiki/Llano_Palero_solar_farm"
"2024/03/20","Spain","Llanos del Este solar farm","--",NA,NA,120.9,"MWp/dc","PV","pre-construction",NA,NA,"Ardermer Itg",NA,NA,NA,NA,"41.3473","-0.7809","approximate",NA,NA,NA,"Aragón","Southern Europe","Europe","L100000824682","G100000827881",NA,NA,"https://www.gem.wiki/Llanos_del_Este_solar_farm"
"2024/02/12","Spain","Lo Tossal solar farm","--","Planta solar fotovoltaica Lo Tossal",NA,25,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Energies Renovables Terra Ferma SL",NA,NA,"42.0341","1.0817","approximate","Isona i Conca Dellà","Pallars Jussà","Lleida","Cataluña","Southern Europe","Europe","L100001000932","G100001001299",NA,NA,"https://www.gem.wiki/Lo_Tossal_solar_farm"
"2023/01/05","Spain","Logro solar farm","--",NA,NA,47.1,"MWp/dc","PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2617","-0.1265","approximate","Chiprana",NA,NA,NA,"Southern Europe","Europe","L100000824683","G100000827882",NA,"PRETOR: RE-113583","https://www.gem.wiki/Logro_solar_farm"
"2025/01/08","Spain","Lomillas Hybrid solar farm","--","Instalación fotovoltaica híbrida Las Lomillas",NA,39,"MWac","PV","construction",NA,NA,"Tébar Eólica",NA,"EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship","EDPR Ανανεωσιμες Πηγες Ενεργειας Ελλας 1 Μονοπροσωπη Ανωνυμη Εταιρεια",NA,"39.4691","-2.1709","approximate","Tébar",NA,"Cuenca","Castilla-La Mancha","Southern Europe","Europe","L100000824684","G100000827883",NA,NA,"https://www.gem.wiki/Lomillas_Hybrid_solar_farm"
"2025/01/08","Spain","Lorca solar farm","1",NA,NA,339,"MWac","PV","construction",2026,NA,"X-Elio",NA,"KKR & Co. Inc; Evangelische Bank eG ; Brookfield Renewable Partners LP",NA,NA,"37.6710","-1.6973","approximate","Lorca",NA,"Zarcilla de Ramos","Murcia","Southern Europe","Europe","L100000806033","G100000806944",NA,NA,"https://www.gem.wiki/Lorca_solar_farm"
"2024/04/02","Spain","Los Barros solar farm","--","Planta solar fotovoltaica Los Barros",NA,36.3,"MWp/dc","PV","pre-construction",NA,NA,"Fresno Energias",NA,"Fresno Energias SLU",NA,NA,"42.2518","-6.0323","approximate","Quintana y Congosto",NA,"León","Castilla y León","Southern Europe","Europe","L100001004601","G100001005398",NA,NA,"https://www.gem.wiki/Los_Barros_solar_farm"
"2023/01/11","Spain","Los Belos solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2020,NA,"Opdenergy",NA,"Opdenergy SA",NA,NA,"41.4936","-1.0927","exact","La Muela","Valdejalón",NA,"Aragón","Southern Europe","Europe","L100000805916","G100000806805","WKSL: WKSL: 84950","PRETOR: RE-113202","https://www.gem.wiki/Los_Belos_solar_farm"
"2024/04/04","Spain","Los Corrales solar farm","--",NA,NA,250,"MWp/dc","PV","pre-construction",NA,NA,"Naturgy Energy Group",NA,"Naturgy Energy Group SA",NA,NA,"41.8518","-4.2423","approximate",NA,NA,NA,"Castilla y León","Southern Europe","Europe","L100000824685","G100000827884",NA,NA,"https://www.gem.wiki/Los_Corrales_solar_farm"
"2023/01/19","Spain","Los Escuderos solar farm","PSF AITANA",NA,NA,50,"MWp/dc","PV","operating",NA,NA,"Grenergy Renovables",NA,"Grenergy Renovables",NA,NA,"39.9312","-2.4474","exact","Poveda de la Obispalía","Alterejos","Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000805847","G100000806726",NA,"PRETOR: RE-113474","https://www.gem.wiki/Los_Escuderos_solar_farm"
"2023/01/19","Spain","Los Escuderos solar farm","PSF ASPE",NA,NA,50,"MWp/dc","PV","operating",NA,NA,"Grenergy Renovables",NA,"Grenergy Renovables",NA,NA,"39.9312","-2.4474","exact","Poveda de la Obispalía","Alterejos","Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000805847","G100000806728",NA,NA,"https://www.gem.wiki/Los_Escuderos_solar_farm"
"2023/01/19","Spain","Los Escuderos solar farm","PSF BAÑUELA",NA,NA,50,"MWp/dc","PV","operating",NA,NA,"Grenergy Renovables",NA,"Grenergy Renovables",NA,NA,"39.9312","-2.4474","exact","Poveda de la Obispalía","Alterejos","Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000805847","G100000806727",NA,NA,"https://www.gem.wiki/Los_Escuderos_solar_farm"
"2023/01/19","Spain","Los Escuderos solar farm","PSF TURBÓN",NA,NA,50,"MWp/dc","PV","operating",NA,NA,"Grenergy Renovables",NA,"Grenergy Renovables",NA,NA,"39.9312","-2.4474","exact","Poveda de la Obispalía","Alterejos","Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000805847","G100000806729",NA,NA,"https://www.gem.wiki/Los_Escuderos_solar_farm"
"2024/04/05","Spain","Los Frailes solar farm","--","Planta solar fotovoltaica Los Frailes","Sonnedix Los Frailes",50,"unknown","PV","operating",2022,NA,NA,NA,"Sonnedix",NA,NA,"38.7806","-7.0484","exact","El Manantío",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100001005212","G100001006172",NA,NA,"https://www.gem.wiki/Los_Frailes_solar_farm"
"2023/01/11","Spain","Los Gonzalez solar farm","1",NA,"Cabrera Gonzalez",50,"MWp/dc","PV","operating",2020,NA,"Solarcentury",NA,"Encavis AG",NA,NA,"37.2507","-5.6827","exact","Alcalá de Guadaira",NA,"Sevilla","Andalusia","Southern Europe","Europe","L100000805959","G100000806860",NA,"PRETOR: RE-113153","https://www.gem.wiki/Los_Gonzalez_solar_farm"
"2024/02/14","Spain","Los Hierros solar farm","--","Parque solar fotovoltaico Los Hierros",NA,77,"MWac","PV","pre-construction",NA,NA,"PFV Los Hierros",NA,"Statkraft AS",NA,NA,"39.3859","-0.7419","exact","Alborache",NA,"Valencia","Valencian Community","Southern Europe","Europe","L100000824686","G100000827885",NA,NA,"https://www.gem.wiki/Los_Hierros_solar_farm"
"2024/04/22","Spain","Los Hormigueros solar farm","--",NA,NA,50.1,"unknown","PV","pre-construction",NA,NA,NA,NA,"Opdenergy SA",NA,NA,"41.5804","-5.0327","approximate","Berceruelo",NA,"Valladolid","Castilla y León","Southern Europe","Europe","L100001005654","G100001006785",NA,NA,"https://www.gem.wiki/Los_Hormigueros_solar_farm"
"2023/01/10","Spain","Los Limonetes solar farm","--",NA,NA,49.9,"MWp/dc","PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.7771","-6.8101","exact","Badajoz","Tierra de Badajoz","Badajoz","Extremadura","Southern Europe","Europe","L100000824687","G100000827886",NA,"PRETOR: RE-112836","https://www.gem.wiki/Los_Limonetes_solar_farm"
"2024/02/27","Spain","Los Lirios solar farm","--","Parque solar fotovoltaico Los Lirios",NA,48,"MWac","PV","pre-construction",NA,NA,"Iberdrola Renovables Andalucía",NA,"Iberdrola Renovables Energia SA",NA,NA,"37.2408","-7.3501","approximate","Ayamonte",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003307","G100001003788",NA,NA,"https://www.gem.wiki/Los_Lirios_solar_farm"
"2024/12/09","Spain","Los Llanos solar farm (Spain)","1","Planta solar fotovoltaica Los Llanos",NA,49.1,"MWp/dc","PV","operating",2023,NA,"X-Elio",NA,"Brookfield Renewable Partners LP",NA,NA,"38.3183","-6.3768","approximate","Medina de las Torres",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000806036","G100000806947",NA,"PRETOR: RE-113726","https://www.gem.wiki/Los_Llanos_solar_farm_(Spain)"
"2024/12/09","Spain","Los Llanos solar farm (Spain)","2","Planta solar fotovoltaica Los Llanos",NA,35.7,"MWp/dc","PV","construction",2025,NA,"X-Elio",NA,"Brookfield Renewable Partners LP",NA,NA,"38.3183","-6.3768","approximate","Medina de las Torres",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000806036","G100000806948",NA,NA,"https://www.gem.wiki/Los_Llanos_solar_farm_(Spain)"
"2024/12/09","Spain","Los Llanos solar farm (Spain)","3","Planta solar fotovoltaica Los Llanos",NA,47.3,"MWp/dc","PV","operating",2023,NA,"X-Elio",NA,"Brookfield Renewable Partners LP",NA,NA,"38.3183","-6.3768","approximate","Medina de las Torres",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000806036","G100000806949",NA,NA,"https://www.gem.wiki/Los_Llanos_solar_farm_(Spain)"
"2024/04/25","Spain","Los Morrones solar farm","--",NA,NA,275,"unknown","PV","pre-construction",NA,NA,NA,NA,"Iberdrola SA",NA,NA,"42.8266","-4.8457","approximate","Velilla del Río Carrión",NA,"Palencia",NA,"Southern Europe","Europe","L100001007602","G100001008782",NA,NA,"https://www.gem.wiki/Los_Morrones_solar_farm"
"2023/01/11","Spain","Los Naranjos solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2020,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"37.4283","-5.8708","approximate","La Rinconada",NA,NA,"Sevilla","Southern Europe","Europe","L100000805796","G100000806671",NA,"PRETOR: RE-113241,WKSL: WKSL: 79884","https://www.gem.wiki/Los_Naranjos_solar_farm"
"2024/03/22","Spain","Los Negrillos solar farm","--",NA,NA,79.7,"MWp/dc","PV","pre-construction",NA,NA,"Voltalia Solar 3",NA,NA,NA,NA,"39.6111","-2.7904","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100000824688","G100000827887",NA,NA,"https://www.gem.wiki/Los_Negrillos_solar_farm"
"2024/03/20","Spain","Los Nevados solar farm","--",NA,NA,100,"MWp/dc","PV","pre-construction",NA,NA,"AMR 4 Energías Renovables",NA,NA,NA,NA,"39.6111","-2.7904","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100000824689","G100000827888",NA,NA,"https://www.gem.wiki/Los_Nevados_solar_farm"
"2024/03/22","Spain","Los Pastores solar farm","--",NA,NA,116.5,"MWp/dc","PV","pre-construction",NA,NA,"EDP Renewables","Edpr Ανανεωσιμες Πηγες Ενεργειας Ελλας 2 Μονοπροσωπη Ανωνυμη Εταιρεια",NA,NA,NA,"39.6111","-2.7904","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100000824690","G100000827889",NA,NA,"https://www.gem.wiki/Los_Pastores_solar_farm"
"2024/04/17","Spain","Los Pradillos solar farm","--",NA,NA,361.4,"unknown","PV","pre-construction",2026,NA,NA,NA,"Prodiel SL",NA,NA,"39.3991","-2.7350","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100001005540","G100001006605",NA,NA,"https://www.gem.wiki/Los_Pradillos_solar_farm"
"2024/02/14","Spain","Los Predios solar farm","--","Parque solar fotovoltaico Los Predios",NA,77,"MWac","PV","pre-construction",NA,NA,"PFV Los Predios",NA,"Statkraft AS",NA,NA,"39.3925","-0.7522","exact","Alborache",NA,"Valencia","Valencian Community","Southern Europe","Europe","L100000824691","G100000827890",NA,NA,"https://www.gem.wiki/Los_Predios_solar_farm"
"2024/02/22","Spain","Los Quincetos solar farm","--","Planta solar fotovoltaica Los Quincetos",NA,41.9,"MWac","PV","pre-construction",NA,NA,"Planta Solar OPDE 29",NA,"Opdenergy SA",NA,NA,"41.6161","-5.1470","approximate","Mota del Marqués",NA,"Valladolid","Castilla y León","Southern Europe","Europe","L100000824692","G100000827891",NA,NA,"https://www.gem.wiki/Los_Quincetos_solar_farm"
"2024/02/26","Spain","Los Silos solar farm","--","Planta solar fotovoltaica Los Silos",NA,50.1,"MWac","PV","pre-construction",NA,NA,"Planta Solar OPDE 27",NA,"Opdenergy SA",NA,NA,"41.2210","-4.6742","approximate","Almenara de Adaja",NA,"Valladolid","Castile and León","Southern Europe","Europe","L100000824693","G100000827892",NA,NA,"https://www.gem.wiki/Los_Silos_solar_farm"
"2024/03/20","Spain","Lucena solar farm","--",NA,NA,114.2,"MWp/dc","PV","pre-construction",NA,NA,"Epila Energía",NA,NA,NA,NA,"41.3473","-0.7809","approximate",NA,NA,NA,"Aragón","Southern Europe","Europe","L100000824694","G100000827893",NA,NA,"https://www.gem.wiki/Lucena_solar_farm"
"2024/04/19","Spain","Lucinala solar farm","--",NA,NA,62.4,"MWac","PV","pre-construction",NA,NA,NA,NA,"Smartenergy",NA,NA,"38.2743","-0.6883","approximate","Elche",NA,NA,"Alicante","Southern Europe","Europe","L100001005619","G100001006736",NA,NA,"https://www.gem.wiki/Lucinala_solar_farm"
"2024/03/21","Spain","Luciérnaga solar farm","--","Planta solar fotovoltaica Luciérnaga",NA,105.3,"MWac","PV","pre-construction",NA,NA,"Minerva Power",NA,"RIC Energy",NA,NA,"40.0681","-4.1077","approximate","Arcicóllar",NA,"Toledo","Castilla-La Mancha","Southern Europe","Europe","L100000824695","G100000827894",NA,NA,"https://www.gem.wiki/Luciérnaga_solar_farm"
"2024/04/04","Spain","Luke solar farm","--",NA,NA,84.9,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Ventaja Solar 22 SL",NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824696","G100000827895",NA,NA,"https://www.gem.wiki/Luke_solar_farm"
"2024/02/23","Spain","Luminora solar farm","2","Planta solar fotovoltaica Luminora Solar Dos, Planta solar fotovoltaica Luminora Solar",NA,196.6,"MWac","PV","pre-construction",NA,NA,"Luminora Solar Dos",NA,"TotalEnergies SE ; Soltec Energias Renovables SL",NA,NA,"37.8725","-0.9694","approximate","Murcia",NA,"Murcia","Region of Murcia","Southern Europe","Europe","L100000824697","G100000827896",NA,NA,"https://www.gem.wiki/Luminora_solar_farm"
"2024/04/19","Spain","Luminora solar farm","3","Planta solar fotovoltaica Luminora Solar",NA,90,"unknown","PV","pre-construction",NA,NA,NA,NA,"Soltec Energias Renovables SL",NA,NA,"37.8725","-0.9694","approximate","Murcia",NA,"Murcia","Region of Murcia","Southern Europe","Europe","L100000824697","G100001006728",NA,NA,"https://www.gem.wiki/Luminora_solar_farm"
"2021/08/09","Spain","Luzentia solar farm","1",NA,NA,23,"unknown","PV","operating",2007,NA,NA,NA,"Cubico Sustainable Investments",NA,NA,"38.4715","-1.4231","approximate","Jumilla",NA,NA,"Murcia","Southern Europe","Europe","L100000806182","G100000807106",NA,NA,"https://www.gem.wiki/Luzentia_solar_farm"
"2024/04/22","Spain","LyondellBasell Chemicals solar farm","--",NA,NA,149,"unknown","PV","announced",NA,NA,NA,NA,"LyondellBasell Industries NV",NA,NA,"39.1195","-3.5575","approximate",NA,NA,NA,NA,"Southern Europe","Europe","L100001005700","G100001006845",NA,NA,"https://www.gem.wiki/LyondellBasell_Chemicals_solar_farm"
"2024/04/05","Spain","MRH1 solar farm","--",NA,NA,50,"MWp/dc","PV","pre-construction",NA,NA,"Matrix Renewables",NA,"Matrix Renewables",NA,NA,"39.5512","-2.7550","approximate",NA,NA,NA,"Castilla–La Mancha","Southern Europe","Europe","L100000824747","G100000827955",NA,NA,"https://www.gem.wiki/MRH1_solar_farm"
"2024/04/05","Spain","MRH2 solar farm","--",NA,NA,100,"MWp/dc","PV","pre-construction",NA,NA,"Matrix Renewables",NA,"Matrix Renewables",NA,NA,"41.7494","-4.7398","approximate",NA,NA,NA,"Castilla y León","Southern Europe","Europe","L100000824748","G100000827956",NA,NA,"https://www.gem.wiki/MRH2_solar_farm"
"2024/04/05","Spain","MRH3 solar farm","--",NA,NA,150,"MWp/dc","PV","pre-construction",NA,NA,"Matrix Renewables",NA,"Matrix Renewables",NA,NA,"41.7494","-4.7398","approximate",NA,NA,NA,"Castilla y León","Southern Europe","Europe","L100000824749","G100000827957",NA,NA,"https://www.gem.wiki/MRH3_solar_farm"
"2024/04/05","Spain","MRV solar farm","--",NA,NA,55,"MWp/dc","PV","pre-construction",NA,NA,"Matrix Renewables",NA,"Matrix Renewables",NA,NA,"42.0093","-4.5276","approximate",NA,NA,"Palencia","Castilla y León","Southern Europe","Europe","L100000824750","G100000827958",NA,NA,"https://www.gem.wiki/MRV_solar_farm"
"2024/04/04","Spain","Madrid Norte solar farm","--",NA,NA,92,"MWp/dc","PV","pre-construction",NA,NA,"Matrix Renewables",NA,"Matrix Renewables",NA,NA,"39.5512","-2.7550","approximate","Castilla–La Mancha",NA,NA,NA,"Southern Europe","Europe","L100000824698","G100000827897",NA,NA,"https://www.gem.wiki/Madrid_Norte_solar_farm"
"2024/04/03","Spain","Madroño solar farm","--","Planta solar fotovoltaica Madroño Solar",NA,50,"unknown","PV","pre-construction",NA,NA,"Madroño Solar",NA,"Amarenco",NA,NA,"41.7934","-5.8829","approximate","Moreruela de Tábara",NA,"Zamora","Castilla y León","Southern Europe","Europe","L100001004666","G100001005476",NA,NA,"https://www.gem.wiki/Madroño_solar_farm"
"2024/01/26","Spain","Magallón Rotonda solar farm","1","Planta fotovoltaica Magallón Rotonda",NA,49.7,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Bora Energías Renovables 5",NA,NA,"41.7747","-1.4332","approximate","Pozuelo de Aragón",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100001000560","G100001000864",NA,NA,"https://www.gem.wiki/Magallón_Rotonda_solar_farm"
"2024/01/26","Spain","Magallón Rotonda solar farm","2","Planta fotovoltaica Magallón Rotonda",NA,49.7,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Rival Capital 5 SPV SLU",NA,NA,"41.7747","-1.4332","approximate","Pozuelo de Aragón",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100001000560","G100001000866",NA,NA,"https://www.gem.wiki/Magallón_Rotonda_solar_farm"
"2024/01/26","Spain","Magallón Rotonda solar farm","3","Planta fotovoltaica Magallón Rotonda",NA,49.7,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Renta Cero 5 SPV SLU",NA,NA,"41.7747","-1.4332","approximate","Pozuelo de Aragón",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100001000560","G100001000867",NA,NA,"https://www.gem.wiki/Magallón_Rotonda_solar_farm"
"2024/02/29","Spain","Magaz solar farm","--","Parque solar fotovoltaico Magaz",NA,29,"unknown","PV","pre-construction",NA,NA,NA,NA,"Parque Eólico Magaz SL",NA,NA,"41.9916","-4.4865","approximate","Magaz de Pisuerga",NA,"Palencia","Castilla y León","Southern Europe","Europe","L100001003372","G100001003864",NA,NA,"https://www.gem.wiki/Magaz_solar_farm"
"2024/02/14","Spain","Magda solar farm","--","Parque solar fotovoltaico Magda",NA,119.7,"MWac","PV","pre-construction",NA,NA,"Tregmul Trade",NA,"Akuo Energy",NA,NA,"40.0080","-0.1038","approximate","Castelló de la Plana","Castelló / Castellón",NA,"Valencian Community","Southern Europe","Europe","L100000824700","G100000827901",NA,NA,"https://www.gem.wiki/Magda_solar_farm"
"2024/04/17","Spain","Magerit FV3 solar farm","--",NA,NA,269,"MWac","PV","pre-construction",NA,NA,NA,NA,"Harbour Energy PLC",NA,NA,"40.0667","-4.3705","approximate","Maqueda",NA,"Toledo","Castilla-La Mancha","Southern Europe","Europe","L100001005541","G100001006606",NA,NA,"https://www.gem.wiki/Magerit_FV3_solar_farm"
"2024/02/22","Spain","Maira Alpha solar farm","--","Planta solar fotovoltaica Agrupación Maira Alpha","Barcina-Garoña Solar PV Complex, Agrupación Maira Alpha",165.3,"MWac","PV","pre-construction",NA,NA,"Solaria Energía y Medio Ambiente",NA,"Solaria Promoción y Desarrollo Fotovoltaico SL",NA,NA,"42.6312","-3.4230","approximate","Llano de Bureba",NA,"Burgos","Castilla y León","Southern Europe","Europe","L100000824701","G100000827902",NA,NA,"https://www.gem.wiki/Maira_Alpha_solar_farm"
"2024/02/22","Spain","Maira Beta solar farm","--","Planta solar fotovoltaica Agrupación Maira Beta","Agrupación Maira Beta, Barcina-Garoña Solar PV Complex",140.1,"MWac","PV","pre-construction",NA,NA,"Solaria Energía y Medio Ambiente",NA,"Solaria Promoción y Desarrollo Fotovoltaico SL",NA,NA,"42.6469","-3.3016","approximate","La Vid de Bureba",NA,"Burgos","Castilla y León","Southern Europe","Europe","L100000824702","G100000827903",NA,NA,"https://www.gem.wiki/Maira_Beta_solar_farm"
"2024/02/22","Spain","Maira Delta solar farm","--","Planta solar fotovoltaica Agrupación Maira Delta","Barcina-Garoña Solar PV Complex",115,"MWac","PV","pre-construction",NA,NA,NA,NA,"Solaria Promoción y Desarrollo Fotovoltaico SL",NA,NA,"42.5770","-3.1642","approximate","Quintanilla San García",NA,"Burgos","Castilla y León","Southern Europe","Europe","L100001001218","G100001001622",NA,NA,"https://www.gem.wiki/Maira_Delta_solar_farm"
