"","X","Quality","Day","Month","Year","Hr","Min","Outlier","logger_type","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","altitude","hdop","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"47","48","2","11","03","2011","14","35","0","argos","2011-03-11","14:35:47","2011-03-11 14:35:47","-3.898888889","38.87194444","0.650","0","2092","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",48,422022.841586694,4302950.17006815,422022.841586694,4302950.17006815,0.617027875736058,"NO"
"48","49","1","11","03","2011","15","42","0","argos","2011-03-11","15:42:54","2011-03-11 15:42:54","-3.904722222","38.86138889","0.657","0","4027","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",49,421505.192784176,4301783.80378485,421505.192784176,4301783.80378485,0.316801451728036,"NO"
"49","50","1","11","03","2011","16","17","0","argos","2011-03-11","16:17:35","2011-03-11 16:17:35","-3.907222222","38.85722222","0.658","0","2081","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",50,421283.691955555,4301323.57479584,421283.691955555,4301323.57479584,0.245320659537082,"NO"
"50","51","3","11","03","2011","18","0","0","argos","2011-03-11","18:00:38","2011-03-11 18:00:38","-3.9125","38.86444444","0.665","0","6183","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",51,420833.75973194,4302129.59781072,420833.75973194,4302129.59781072,0.149272183949989,"NO"
"51","52","2","13","03","2011","20","36","0","argos","2011-03-13","20:36:02","2011-03-13 20:36:02","-3.921111111","38.85916667","0.678","0","182124","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",52,420080.758974362,4301551.41744107,420080.758974362,4301551.41744107,0.00521273643286879,"NO"
"52","53","3","13","03","2011","21","25","0","argos","2011-03-13","21:25:38","2011-03-13 21:25:38","-3.915277778","38.86","0.672","0","2976","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",53,420587.818231708,4301638.80390728,420587.818231708,4301638.80390728,0.172836493376445,"NO"
"53","54","2","13","03","2011","22","4","0","argos","2011-03-13","22:04:07","2011-03-13 22:04:07","-3.924722222","38.86222222","0.679","0","2309","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",54,419770.872804828,4301893.66326062,419770.872804828,4301893.66326062,0.370465942078661,"NO"
"54","55","2","13","03","2011","23","46","0","argos","2011-03-13","23:46:14","2011-03-13 23:46:14","-3.918055556","38.86666667","0.666","0","6127","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",55,420354.244287172,4302381.03398238,420354.244287172,4302381.03398238,0.124047993598541,"NO"
"55","56","2","14","03","2011","3","46","0","argos","2011-03-14","03:46:30","2011-03-14 03:46:30","-3.918888889","38.85833333","0.676","0","14416","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",56,420272.640711278,4301456.99787084,420272.640711278,4301456.99787084,0.0643429565876298,"NO"
"56","57","1","14","03","2011","4","21","0","argos","2011-03-14","04:21:16","2011-03-14 04:21:16","-3.914444444","38.85222222","0.673","0","2086","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",57,420651.479143153,4300774.96855607,420651.479143153,4300774.96855607,0.37382898740632,"NO"
"57","58","3","16","03","2011","14","47","0","argos","2011-03-16","14:47:59","2011-03-16 14:47:59","-3.849166667","38.925","0.683","0","210403","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",58,426391.031865093,4308796.54042951,426391.031865093,4308796.54042951,0.0468787287518425,"NO"
"58","59","1","16","03","2011","15","20","0","argos","2011-03-16","15:20:04","2011-03-16 15:20:04","-3.863611111","38.90916667","0.684","0","1925","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",59,425122.274658661,4307051.24094434,425122.274658661,4307051.24094434,1.12031869040476,"NO"
"59","60","2","18","03","2011","18","31","0","argos","2011-03-18","18:31:32","2011-03-18 18:31:32","-3.867777778","38.90305556","0.687","0","184288","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",60,424754.554744041,4306376.50750036,424754.554744041,4306376.50750036,0.00416969552282982,"NO"
"60","61","1","18","03","2011","21","17","0","argos","2011-03-18","21:17:25","2011-03-18 21:17:25","-3.898888889","38.92972222","0.684","0","9953","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",61,422086.015219231,4309361.89180936,422086.015219231,4309361.89180936,0.40227050711552,"NO"
"61","62","3","18","03","2011","22","0","0","argos","2011-03-18","22:00:30","2011-03-18 22:00:30","-3.888888889","38.91638889","0.686","0","2585","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",62,422938.387846786,4307873.76130122,422938.387846786,4307873.76130122,0.663169083073548,"NO"
"62","63","2","18","03","2011","22","49","0","argos","2011-03-18","22:49:37","2011-03-18 22:49:37","-3.888333333","38.9225","0.687","0","2947","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",63,422993.158238855,4308551.45644129,422993.158238855,4308551.45644129,0.230632554886442,"NO"
"63","64","2","18","03","2011","23","43","0","argos","2011-03-18","23:43:13","2011-03-18 23:43:13","-3.888055556","38.91638889","0.686","0","3216","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",64,423010.634313137,4307873.05748234,423010.634313137,4307873.05748234,0.210949337926198,"NO"
"64","65","3","21","03","2011","5","58","0","argos","2011-03-21","05:58:23","2011-03-21 05:58:23","-3.889166667","38.91722222","0.686","0","195310","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",65,422915.207272937,4307966.47263222,422915.207272937,4307966.47263222,0.000683725807216988,"NO"
"65","66","1","21","03","2011","7","40","0","argos","2011-03-21","07:40:23","2011-03-21 07:40:23","-3.885833333","38.91166667","0.684","0","6120","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",66,423198.2020011,4307347.14841354,423198.2020011,4307347.14841354,0.111242835943394,"NO"
"66","67","3","21","03","2011","13","59","0","argos","2011-03-21","13:59:07","2011-03-21 13:59:07","-3.892222222","38.91277778","0.685","0","22724","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",67,422645.481624117,4307475.8499425,422645.481624117,4307475.8499425,0.0249727937906346,"NO"
"67","68","1","23","03","2011","15","49","0","argos","2011-03-23","15:49:19","2011-03-23 15:49:19","-3.869444444","38.92444444","0.686","0","179412","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",68,424632.661470333,4308751.45363846,424632.661470333,4308751.45363846,0.0131616205003784,"NO"
"68","69","2","23","03","2011","20","52","0","argos","2011-03-23","20:52:41","2011-03-23 20:52:41","-3.884444444","38.91944444","0.687","0","18202","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",69,423326.990930115,4308209.0967242,423326.990930115,4308209.0967242,0.0776703840509331,"NO"
"69","70","3","23","03","2011","21","58","0","argos","2011-03-23","21:58:04","2011-03-23 21:58:04","-3.885","38.91722222","0.687","0","3923","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",70,423276.435523306,4307962.95901631,423276.435523306,4307962.95901631,0.0640356739385022,"NO"
"70","71","1","26","03","2011","3","52","0","argos","2011-03-26","03:52:49","2011-03-26 03:52:49","-3.885555556","38.91777778","0.687","0","194085","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",71,423228.870375721,4308025.07833099,423228.870375721,4308025.07833099,0.000403112196592516,"NO"
"71","72","1","26","03","2011","5","0","0","argos","2011-03-26","05:00:47","2011-03-26 05:00:47","-3.888888889","38.9125","0.684","0","4078","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",72,422934.181840566,4307442.20226683,422934.181840566,4307442.20226683,0.160121449118881,"NO"
"72","73","1","28","03","2011","18","47","0","argos","2011-03-28","18:47:39","2011-03-28 18:47:39","-3.961944444","38.585","0.727","0","222412","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",73,416218.274645276,4271163.88755392,416218.274645276,4271163.88755392,0.168612964815988,"NO"
"73","74","1","28","03","2011","23","13","0","argos","2011-03-28","23:13:48","2011-03-28 23:13:48","-3.962222222","38.59416667","0.757","0","15969","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",74,416204.736869895,4272181.33670921,416204.736869895,4272181.33670921,0.0637156678424342,"NO"
"74","75","2","31","03","2011","6","18","0","argos","2011-03-31","06:18:16","2011-03-31 06:18:16","-3.875555556","38.62444444","0.664","0","198268","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",75,423784.294969628,4275465.64185054,423784.294969628,4275465.64185054,0.0416632470275182,"NO"
"75","76","1","31","03","2011","8","0","0","argos","2011-03-31","08:00:24","2011-03-31 08:00:24","-3.876111111","38.62555556","0.670","0","6128","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",76,423737.110921305,4275589.40080074,423737.110921305,4275589.40080074,0.0216101364819228,"NO"
"76","77","1","31","03","2011","10","47","0","argos","2011-03-31","10:47:00","2011-03-31 10:47:00","-3.855277778","38.62472222","0.000","0","9996","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",77,425549.759825386,4275479.82219915,425549.759825386,4275479.82219915,0.181650296785876,"NO"
"77","78","2","02","04","2011","16","14","0","argos","2011-04-02","16:14:42","2011-04-02 16:14:42","-3.808611111","38.63972222","1.013","0","192462","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",78,429626.729698778,4277107.49795924,429626.729698778,4277107.49795924,0.0228089349606754,"NO"
"78","79","1","02","04","2011","20","59","0","argos","2011-04-02","20:59:07","2011-04-02 20:59:07","-3.886944444","38.625","0.699","0","17065","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",79,422793.488756331,4275536.80966756,422793.488756331,4275536.80966756,0.410842413030373,"NO"
"79","80","1","02","04","2011","22","49","0","argos","2011-04-02","22:49:50","2011-04-02 22:49:50","-3.870833333","38.62083333","0.651","0","6643","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",80,424191.562127952,4275061.01787649,424191.562127952,4275061.01787649,0.222278221267951,"NO"
"80","81","1","05","04","2011","4","17","0","argos","2011-04-05","04:17:59","2011-04-05 04:17:59","-3.916111111","38.63472222","0.000","0","192489","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",81,420265.318521099,4276640.59631582,420265.318521099,4276640.59631582,0.0219859461562098,"NO"
"81","82","3","05","04","2011","4","45","0","argos","2011-04-05","04:45:09","2011-04-05 04:45:09","-3.880277778","38.62555556","0.678","0","1630","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",82,423374.408491406,4275592.87133321,423374.408491406,4275592.87133321,2.0115752072754,"NO"
"82","83","2","05","04","2011","7","39","0","argos","2011-04-05","07:39:50","2011-04-05 07:39:50","-3.878055556","38.62583333","0.674","0","10481","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",83,423568.144651602,4275621.84159619,423568.144651602,4275621.84159619,0.0186882478446077,"NO"
"83","84","1","07","04","2011","13","10","0","argos","2011-04-07","13:10:43","2011-04-07 13:10:43","-3.818611111","38.62","0.719","0","192653","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",84,428736.896843196,4274926.70872045,428736.896843196,4274926.70872045,0.0270707386481901,"NO"
"84","85","3","07","04","2011","21","41","0","argos","2011-04-07","21:41:11","2011-04-07 21:41:11","-3.878888889","38.62638889","0.679","0","30628","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",85,423496.194841382,4275684.1846759,423496.194841382,4275684.1846759,0.172880627609982,"NO"
"85","86","3","10","04","2011","3","24","0","argos","2011-04-10","03:24:37","2011-04-10 03:24:37","-3.851111111","38.63138889","0.681","0","193406","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",86,425919.326559768,4276216.22902025,425919.326559768,4276216.22902025,0.0128271178961013,"NO"
"86","87","2","10","04","2011","3","49","0","argos","2011-04-10","03:49:59","2011-04-10 03:49:59","-3.849166667","38.63666667","0.690","0","1522","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",87,426093.993285425,4276800.3195817,426093.993285425,4276800.3195817,0.400293922084815,"NO"
"87","88","1","10","04","2011","5","33","0","argos","2011-04-10","05:33:01","2011-04-10 05:33:01","-3.846111111","38.63055556","0.694","0","6182","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",88,426353.680820351,4276119.73259866,426353.680820351,4276119.73259866,0.117814627390351,"NO"
"88","89","1","10","04","2011","7","18","0","argos","2011-04-10","07:18:01","2011-04-10 07:18:01","-3.855833333","38.63194444","0.672","0","6300","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",89,425508.872702037,4276281.69933493,425508.872702037,4276281.69933493,0.136517085026481,"NO"
"89","90","1","10","04","2011","9","42","0","argos","2011-04-10","09:42:00","2011-04-10 09:42:00","-3.8475","38.62361111","0.675","0","8639","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",90,426225.672609551,4275350.24556665,426225.672609551,4275350.24556665,0.136033940051727,"NO"
"90","91","2","12","04","2011","13","5","0","argos","2011-04-12","13:05:13","2011-04-12 13:05:13","-3.856111111","38.62638889","0.665","0","184993","0","311","NO_burst_boost","F","BBS","AD","MSUR","CLM","BBS_44751",91,425478.943776026,4275665.44339577,425478.943776026,4275665.44339577,0.00438136780687401,"NO"
