"","X","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"4","5","GUE03","PTEALC","6/3/19","05:01:00","6-3-19 5:01","41,54745","0,66985","0","33","4,21","","0","pica","2019","03","06","2019-03-06","05:01:00","2019-03-06 05:01:00","0.66985","41.54745","PTS_GUE03","0","0","0","29400","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",5,806097.652563844,4606038.54526056,806097.652563844,4606038.54526056,0.0533701352781874,"NO"
"5","6","GUE03","PTEALC","6/3/19","06:01:00","6-3-19 6:01","41,54745","0,669867","0,9","5","4,22","","0","pica","2019","03","06","2019-03-06","06:01:00","2019-03-06 06:01:00","0.669867","41.54745","PTS_GUE03","0,9","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",6,806099.070747877,4606038.60558986,806099.070747877,4606038.60558986,0.000394186795917053,"NO"
"6","7","GUE03","PTEALC","6/3/19","07:01:00","6-3-19 7:01","41,547433","0,66985","0,6","6","4,21","","0","pica","2019","03","06","2019-03-06","07:01:00","2019-03-06 07:01:00","0.66985","41.547433","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",7,806097.73287081,4606036.6574492,806097.73287081,4606036.6574492,0.000656288757107455,"NO"
"7","8","GUE03","PTEALC","6/3/19","08:02:00","6-3-19 8:02","41,547583","0,669717","0,3","9","4,21","","0","pica","2019","03","06","2019-03-06","08:02:00","2019-03-06 08:02:00","0.669717","41.547583","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",8,806085.929097467,4606052.84262978,806085.929097467,4606052.84262978,0.00547178433898426,"NO"
"8","9","GUE03","PTEALC","6/3/19","09:02:00","6-3-19 9:02","41,543217","0,662017","0","30","4,19","","0","pica","2019","03","06","2019-03-06","09:02:00","2019-03-06 09:02:00","0.662017","41.543217","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",9,805464.156542586,4605540.71304228,805464.156542586,4605540.71304228,0.223696065101536,"NO"
"9","10","GUE03","PTEALC","6/3/19","10:03:00","6-3-19 10:03","41,543667","0,66225","0,1","7","4,21","","0","pica","2019","03","06","2019-03-06","10:03:00","2019-03-06 10:03:00","0.66225","41.543667","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",10,805481.474071485,4605591.50955326,805481.474071485,4605591.50955326,0.0146591997364596,"NO"
"10","11","GUE03","PTEALC","6/3/19","11:03:00","6-3-19 11:03","41,54435","0,665917","0,9","5","4,22","","0","pica","2019","03","06","2019-03-06","11:03:00","2019-03-06 11:03:00","0.665917","41.54435","PTS_GUE03","0,9","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",11,805784.179623554,4605680.3477172,805784.179623554,4605680.3477172,0.0876069025848904,"NO"
"11","12","GUE03","PTEALC","6/3/19","12:03:00","6-3-19 12:03","41,544617","0,666033","0,7","5","4,24","","0","pica","2019","03","06","2019-03-06","12:03:00","2019-03-06 12:03:00","0.666033","41.544617","PTS_GUE03","0,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",12,805792.597201491,4605710.40865248,805792.597201491,4605710.40865248,0.00866904470730412,"NO"
"12","13","GUE03","PTEALC","6/3/19","13:03:00","6-3-19 13:03","41,544483","0,666083","0,3","13","4,24","","0","pica","2019","03","06","2019-03-06","13:03:00","2019-03-06 13:03:00","0.666083","41.544483","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",13,805797.40083156,4605695.70552164,805797.40083156,4605695.70552164,0.00429545457718398,"NO"
"13","14","GUE03","PTEALC","6/3/19","14:04:00","6-3-19 14:04","41,54445","0,665983","0","32","4,24","","0","pica","2019","03","06","2019-03-06","14:04:00","2019-03-06 14:04:00","0.665983","41.54445","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",14,805789.213909711,4605691.68644699,805789.213909711,4605691.68644699,0.00249118629420307,"NO"
"14","15","GUE03","PTEALC","6/3/19","15:04:00","6-3-19 15:04","41,544683","0,658367","1","3","4,26","","0","pica","2019","03","06","2019-03-06","15:04:00","2019-03-06 15:04:00","0.658367","41.544683","PTS_GUE03","1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",15,805152.741454508,4605690.5901045,805152.741454508,4605690.5901045,0.176749069548336,"NO"
"15","16","GUE03","PTEALC","6/3/19","16:04:00","6-3-19 16:04","41,544533","0,658167","3,7","3","4,27","","0","pica","2019","03","06","2019-03-06","16:04:00","2019-03-06 16:04:00","0.658167","41.544533","PTS_GUE03","3,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",16,805136.762535987,4605673.22547728,805136.762535987,4605673.22547728,0.00655312384184838,"NO"
"16","17","GUE03","PTEALC","6/3/19","17:04:00","6-3-19 17:04","41,541983","0,660433","0,1","5","4,26","","0","pica","2019","03","06","2019-03-06","17:04:00","2019-03-06 17:04:00","0.660433","41.541983","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",17,805337.82043148,4605398.07248473,805337.82043148,4605398.07248473,0.0946358171156061,"NO"
"17","18","GUE03","PTEALC","6/3/19","18:05:00","6-3-19 18:05","41,541667","0,662017","0,4","5","4,24","","0","pica","2019","03","06","2019-03-06","18:05:00","2019-03-06 18:05:00","0.662017","41.541667","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",18,805471.462245959,4605368.58933511,805471.462245959,4605368.58933511,0.0373819623388002,"NO"
"18","19","GUE03","PTEALC","6/3/19","19:05:00","6-3-19 19:05","41,541483","0,66175","0,2","6","4,24","","0","pica","2019","03","06","2019-03-06","19:05:00","2019-03-06 19:05:00","0.66175","41.541483","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",19,805450.053623771,4605347.21115182,805450.053623771,4605347.21115182,0.0084017905997869,"NO"
"19","20","GUE03","PTEALC","7/3/19","05:01:00","7-3-19 5:01","41,5417","0,661783","0","27","4,2","","0","pica","2019","03","07","2019-03-07","05:01:00","2019-03-07 05:01:00","0.661783","41.5417","PTS_GUE03","0","0","0","35760","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",20,805451.784104843,4605371.42531577,805451.784104843,4605371.42531577,0.000678837844869484,"NO"
"20","21","GUE03","PTEALC","7/3/19","06:01:00","7-3-19 6:01","41,542083","0,661267","0,4","6","4,22","","0","pica","2019","03","07","2019-03-07","06:01:00","2019-03-07 06:01:00","0.661267","41.542083","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",21,805406.929440081,4605412.12956614,805406.929440081,4605412.12956614,0.0168204470035626,"NO"
"21","22","GUE03","PTEALC","7/3/19","07:01:00","7-3-19 7:01","41,542267","0,660983","0,2","5","4,23","","0","pica","2019","03","07","2019-03-07","07:01:00","2019-03-07 07:01:00","0.660983","41.542267","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",22,805382.368476599,4605431.5568873,805382.368476599,4605431.5568873,0.00869633964719979,"NO"
"22","23","GUE03","PTEALC","7/3/19","08:02:00","7-3-19 8:02","41,542133","0,66075","0,1","28","4,22","","0","pica","2019","03","07","2019-03-07","08:02:00","2019-03-07 08:02:00","0.66075","41.542133","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",23,805363.560844733,4605415.85170241,805363.560844733,4605415.85170241,0.00669288441194023,"NO"
"23","24","GUE03","PTEALC","7/3/19","09:02:00","7-3-19 9:02","41,54215","0,660333","0,1","7","4,24","","0","pica","2019","03","07","2019-03-07","09:02:00","2019-03-07 09:02:00","0.660333","41.54215","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",24,805328.690715497,4605416.26347034,805328.690715497,4605416.26347034,0.00968413228430251,"NO"
"24","25","GUE03","PTEALC","7/3/19","10:03:00","7-3-19 10:03","41,5311","0,666017","0","22","4,24","","0","pica","2019","03","07","2019-03-07","10:03:00","2019-03-07 10:03:00","0.666017","41.5311","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",25,805855.03685648,4604209.32205987,805855.03685648,4604209.32205987,0.359660907843218,"NO"
"25","26","GUE03","PTEALC","7/3/19","11:03:00","7-3-19 11:03","41,53115","0,66585","0,6","11","4,28","","0","pica","2019","03","07","2019-03-07","11:03:00","2019-03-07 11:03:00","0.66585","41.53115","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",26,805840.865903283,4604214.28246403,805840.865903283,4604214.28246403,0.0041694096701309,"NO"
"26","27","GUE03","PTEALC","7/3/19","12:04:00","7-3-19 12:04","41,531033","0,665917","0","22","4,28","","0","pica","2019","03","07","2019-03-07","12:04:00","2019-03-07 12:04:00","0.665917","41.531033","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",27,805847.008551844,4604201.52740242,805847.008551844,4604201.52740242,0.00386700593832597,"NO"
"27","28","GUE03","PTEALC","7/3/19","13:04:00","7-3-19 13:04","41,531117","0,666133","2,2","3","4,31","","0","pica","2019","03","07","2019-03-07","13:04:00","2019-03-07 13:04:00","0.666133","41.531117","PTS_GUE03","2,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",28,805864.636121476,4604211.62107168,805864.636121476,4604211.62107168,0.00564090163950471,"NO"
"28","29","GUE03","PTEALC","7/3/19","14:04:00","7-3-19 14:04","41,531017","0,665933","0,5","6","4,32","","0","pica","2019","03","07","2019-03-07","14:04:00","2019-03-07 14:04:00","0.665933","41.531017","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",29,805848.41912929,4604199.80735826,805848.41912929,4604199.80735826,0.0055717203171404,"NO"
"29","30","GUE03","PTEALC","7/3/19","15:05:00","7-3-19 15:05","41,543383","0,661817","0,1","23","4,3","","0","pica","2019","03","07","2019-03-07","15:05:00","2019-03-07 15:05:00","0.661817","41.543383","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",30,805446.688561442,4605558.43873426,805446.688561442,4605558.43873426,0.386992730674703,"NO"
"30","31","GUE03","PTEALC","7/3/19","16:05:00","7-3-19 16:05","41,542783","0,660483","0,6","3","4,3","","0","pica","2019","03","07","2019-03-07","16:05:00","2019-03-07 16:05:00","0.660483","41.542783","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",31,805338.222812121,4605487.08748731,805338.222812121,4605487.08748731,0.0360538635670357,"NO"
"31","32","GUE03","PTEALC","7/3/19","17:05:00","7-3-19 17:05","41,544567","0,661233","2,4","5","4,31","","0","pica","2019","03","07","2019-03-07","17:05:00","2019-03-07 17:05:00","0.661233","41.544567","PTS_GUE03","2,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",32,805392.387170851,4605687.85131199,805392.387170851,4605687.85131199,0.0577456366918449,"NO"
"32","33","GUE03","PTEALC","7/3/19","18:05:00","7-3-19 18:05","41,542433","0,66025","0,1","5","4,28","","0","pica","2019","03","07","2019-03-07","18:05:00","2019-03-07 18:05:00","0.66025","41.542433","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",33,805320.432851017,4605447.39614786,805320.432851017,4605447.39614786,0.0697001552268036,"NO"
"33","34","GUE03","PTEALC","7/3/19","19:06:00","7-3-19 19:06","41,542133","0,660883","0,4","5","4,28","","0","pica","2019","03","07","2019-03-07","19:06:00","2019-03-07 19:06:00","0.660883","41.542133","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",34,805374.656948904,4605416.32251323,805374.656948904,4605416.32251323,0.0170709064168545,"NO"
"34","35","GUE03","PTEALC","8/3/19","05:01:00","8-3-19 5:01","41,54235","0,660517","0","31","4,24","","0","pica","2019","03","08","2019-03-08","05:01:00","2019-03-08 05:01:00","0.660517","41.54235","PTS_GUE03","0","0","0","35700","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",35,805343.099431466,4605439.12425349,805343.099431466,4605439.12425349,0.0010905360717225,"NO"
"35","36","GUE03","PTEALC","8/3/19","06:01:00","8-3-19 6:01","41,542367","0,660517","0,8","5","4,24","","0","pica","2019","03","08","2019-03-08","06:01:00","2019-03-08 06:01:00","0.660517","41.542367","PTS_GUE03","0,8","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",36,805343.019337456,4605441.01206149,805343.019337456,4605441.01206149,0.000524717110592902,"NO"
"36","37","GUE03","PTEALC","8/3/19","07:01:00","8-3-19 7:01","41,5432","0,662183","0,1","5","4,25","","0","pica","2019","03","08","2019-03-08","07:01:00","2019-03-08 07:01:00","0.662183","41.5432","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",37,805478.085717426,4605539.41307161,805478.085717426,4605539.41307161,0.0464064986395165,"NO"
"37","38","GUE03","PTEALC","8/3/19","08:02:00","8-3-19 8:02","41,543517","0,66215","0,6","11","4,26","","0","pica","2019","03","08","2019-03-08","08:02:00","2019-03-08 08:02:00","0.66215","41.543517","PTS_GUE03","0,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",38,805473.838377959,4605574.49828842,805473.838377959,4605574.49828842,0.00965347406284269,"NO"
"38","39","GUE03","PTEALC","8/3/19","09:02:00","8-3-19 9:02","41,54345","0,662083","0,1","33","4,26","","0","pica","2019","03","08","2019-03-08","09:02:00","2019-03-08 09:02:00","0.662083","41.54345","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",39,805468.564537097,4605566.82084024,805468.564537097,4605566.82084024,0.00258659337175823,"NO"
"39","40","GUE03","PTEALC","8/3/19","10:02:00","8-3-19 10:02","41,531083","0,668517","0,6","5","4,3","","0","pica","2019","03","08","2019-03-08","10:02:00","2019-03-08 10:02:00","0.668517","41.531083","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",40,806063.726288669,4604216.29931044,806063.726288669,4604216.29931044,0.409843799949769,"NO"
"40","41","GUE03","PTEALC","8/3/19","11:03:00","8-3-19 11:03","41,530633","0,666583","0,4","5","4,32","","0","pica","2019","03","08","2019-03-08","11:03:00","2019-03-08 11:03:00","0.666583","41.530633","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",41,805904.469354714,4604159.46940096,805904.469354714,4604159.46940096,0.0461876269731173,"NO"
"41","42","GUE03","PTEALC","8/3/19","12:03:00","8-3-19 12:03","41,53055","0,666683","0,6","3","4,32","","0","pica","2019","03","08","2019-03-08","12:03:00","2019-03-08 12:03:00","0.666683","41.53055","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",42,805913.205398298,4604150.60699967,805913.205398298,4604150.60699967,0.00345579018733636,"NO"
"42","43","GUE03","PTEALC","8/3/19","13:04:00","8-3-19 13:04","41,531983","0,669933","0,3","2","4,31","","0","pica","2019","03","08","2019-03-08","13:04:00","2019-03-08 13:04:00","0.669933","41.531983","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",43,806177.632288332,4604321.26596066,806177.632288332,4604321.26596066,0.0859644473895911,"NO"
"43","44","GUE03","PTEALC","8/3/19","14:04:00","8-3-19 14:04","41,531967","0,670083","0,5","3","4,32","","0","pica","2019","03","08","2019-03-08","14:04:00","2019-03-08 14:04:00","0.670083","41.531967","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",44,806190.2242375,4604320.02150415,806190.2242375,4604320.02150415,0.00351382790026743,"NO"
"44","45","GUE03","PTEALC","8/3/19","15:05:00","8-3-19 15:05","41,531117","0,668733","3,8","2","4,32","","0","pica","2019","03","08","2019-03-08","15:05:00","2019-03-08 15:05:00","0.668733","41.531117","PTS_GUE03","3,8","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",45,806081.589616978,4604220.84115179,806081.589616978,4604220.84115179,0.0401801050564653,"NO"
"45","46","GUE03","PTEALC","8/3/19","16:05:00","8-3-19 16:05","41,5318","0,669433","0,1","5","4,3","","0","pica","2019","03","08","2019-03-08","16:05:00","2019-03-08 16:05:00","0.669433","41.5318","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",46,806136.775124775,4604299.17007009,806136.775124775,4604299.17007009,0.0266083873559453,"NO"
"46","47","GUE03","PTEALC","8/3/19","17:05:00","8-3-19 17:05","41,531383","0,66585","0,1","5","4,3","","0","pica","2019","03","08","2019-03-08","17:05:00","2019-03-08 17:05:00","0.66585","41.531383","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",47,805839.766781172,4604240.15652738,805839.766781172,4604240.15652738,0.0840917493310814,"NO"
"47","48","GUE03","PTEALC","8/3/19","18:06:00","8-3-19 18:06","41,5311","0,666033","0,6","8","4,28","","0","pica","2019","03","08","2019-03-08","18:06:00","2019-03-08 18:06:00","0.666033","41.5311","PTS_GUE03","0,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",48,805856.371955011,4604209.37877697,805856.371955011,4604209.37877697,0.00955242870135177,"NO"
"48","49","GUE03","PTEALC","8/3/19","19:06:00","8-3-19 19:06","41,531233","0,665733","0,4","5","4,29","","0","pica","2019","03","08","2019-03-08","19:06:00","2019-03-08 19:06:00","0.665733","41.531233","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",49,805830.711483486,4604223.08468748,805830.711483486,4604223.08468748,0.00807871099486207,"NO"
"49","50","GUE03","PTEALC","9/3/19","05:01:00","9-3-19 5:01","41,531333","0,665617","0","31","4,23","","0","pica","2019","03","09","2019-03-09","05:01:00","2019-03-09 05:01:00","0.665617","41.531333","PTS_GUE03","0","0","0","35700","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",50,805820.56034321,4604233.77827557,805820.56034321,4604233.77827557,0.000412997921336769,"NO"
"50","51","GUE03","PTEALC","9/3/19","06:01:00","9-3-19 6:01","41,53105","0,665867","5,1","3","4,24","","0","pica","2019","03","09","2019-03-09","06:01:00","2019-03-09 06:01:00","0.665867","41.53105","PTS_GUE03","5,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",51,805842.75617121,4604203.23797515,805842.75617121,4604203.23797515,0.0104843107024382,"NO"
"51","52","GUE03","PTEALC","9/3/19","07:01:00","9-3-19 7:01","41,531433","0,66565","0,7","3","4,26","","0","pica","2019","03","09","2019-03-09","07:01:00","2019-03-09 07:01:00","0.66565","41.531433","PTS_GUE03","0,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",52,805822.842272361,4604244.99999022,805822.842272361,4604244.99999022,0.012848357387599,"NO"
"52","53","GUE03","PTEALC","9/3/19","08:02:00","9-3-19 8:02","41,5314","0,665683","0,6","8","4,28","","0","pica","2019","03","09","2019-03-09","08:02:00","2019-03-09 08:02:00","0.665683","41.5314","PTS_GUE03","0,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",53,805825.751561764,4604241.45239103,805825.751561764,4604241.45239103,0.0012532000041435,"NO"
"53","54","GUE03","PTEALC","9/3/19","09:02:00","9-3-19 9:02","41,531","0,666","0,1","29","4,28","","0","pica","2019","03","09","2019-03-09","09:02:00","2019-03-09 09:02:00","0.666","41.531","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",54,805854.090057864,4604198.15705003,805854.090057864,4604198.15705003,0.0143696514530062,"NO"
"54","55","GUE03","PTEALC","9/3/19","10:03:00","9-3-19 10:03","41,5152","0,702067","28","9","4,3","","0","pica","2019","03","09","2019-03-09","10:03:00","2019-03-09 10:03:00","0.702067","41.5152","PTS_GUE03","28","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",55,808938.923827332,4602572.08067489,808938.923827332,4602572.08067489,0.952517229508578,"NO"
"55","56","GUE03","PTEALC","9/3/19","11:05:00","9-3-19 11:05","41,513733","0,719767","0,2","4","4,32","","0","pica","2019","03","09","2019-03-09","11:05:00","2019-03-09 11:05:00","0.719767","41.513733","PTS_GUE03","0,2","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",56,810423.268908042,4602472.68296337,810423.268908042,4602472.68296337,0.399803653124104,"NO"
"56","57","GUE03","PTEALC","9/3/19","12:06:00","9-3-19 12:06","41,513683","0,719583","0,2","5","4,31","","0","pica","2019","03","09","2019-03-09","12:06:00","2019-03-09 12:06:00","0.719583","41.513683","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",57,810408.150286107,4602466.46878376,810408.150286107,4602466.46878376,0.0044648755809987,"NO"
"57","58","GUE03","PTEALC","9/3/19","13:07:00","9-3-19 13:07","41,530317","0,7061","0,1","4","4,32","","0","pica","2019","03","09","2019-03-09","13:07:00","2019-03-09 13:07:00","0.7061","41.530317","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",58,809203.452359102,4604265.23737478,809203.452359102,4604265.23737478,0.59134580226567,"NO"
"58","59","GUE03","PTEALC","9/3/19","14:08:00","9-3-19 14:08","41,530417","0,705967","0,2","3","4,32","","0","pica","2019","03","09","2019-03-09","14:08:00","2019-03-09 14:08:00","0.705967","41.530417","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",59,809191.877260705,4604275.86556103,809191.877260705,4604275.86556103,0.0042923693858372,"NO"
"59","60","GUE03","PTEALC","9/3/19","15:09:00","9-3-19 15:09","41,530367","0,705783","0,1","4","4,32","","0","pica","2019","03","09","2019-03-09","15:09:00","2019-03-09 15:09:00","0.705783","41.530367","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",60,809176.761818993,4604269.65379922,809176.761818993,4604269.65379922,0.00446382106629041,"NO"
"60","61","GUE03","PTEALC","9/3/19","16:09:00","9-3-19 16:09","41,513683","0,719733","0,2","5","4,31","","0","pica","2019","03","09","2019-03-09","16:09:00","2019-03-09 16:09:00","0.719733","41.513683","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",61,810420.67029888,4602467.00827146,810420.67029888,4602467.00827146,0.608211264032126,"NO"
"61","62","GUE03","PTEALC","9/3/19","17:09:00","9-3-19 17:09","41,513517","0,719967","0,4","3","4,32","","0","pica","2019","03","09","2019-03-09","17:09:00","2019-03-09 17:09:00","0.719967","41.513517","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",62,810440.995905119,4602449.41593096,810440.995905119,4602449.41593096,0.00746503901171342,"NO"
"62","63","GUE03","PTEALC","9/3/19","18:10:00","9-3-19 18:10","41,51535","0,701283","0,4","5","4,3","","0","pica","2019","03","09","2019-03-09","18:10:00","2019-03-09 18:10:00","0.701283","41.51535","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",63,808872.773365789,4602585.93178721,808872.773365789,4602585.93178721,0.42997904076123,"NO"
"63","64","GUE03","PTEALC","9/3/19","19:10:00","9-3-19 19:10","41,515383","0,70115","0,1","21","4,28","","0","pica","2019","03","09","2019-03-09","19:10:00","2019-03-09 19:10:00","0.70115","41.515383","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",64,808861.515477993,4602589.12039606,808861.515477993,4602589.12039606,0.00324930234789925,"NO"
"64","65","GUE03","PTEALC","10/3/19","05:01:00","10-3-19 5:01","41,50995","0,70265","0,4","5","4,26","","0","pica","2019","03","10","2019-03-10","05:01:00","2019-03-10 05:01:00","0.70265","41.50995","PTS_GUE03","0,4","0","0","35460","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",65,809012.589482675,4601991.16662709,809012.589482675,4601991.16662709,0.0173921522460644,"NO"
"65","66","GUE03","PTEALC","10/3/19","06:01:00","10-3-19 6:01","41,510017","0,702583","0,5","5","4,27","","0","pica","2019","03","10","2019-03-10","06:01:00","2019-03-10 06:01:00","0.702583","41.510017","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",66,809006.677801197,4601998.3669697,809006.677801197,4601998.3669697,0.00258713450071312,"NO"
"66","67","GUE03","PTEALC","10/3/19","07:01:00","10-3-19 7:01","41,510133","0,702617","0,1","5","4,27","","0","pica","2019","03","10","2019-03-10","07:01:00","2019-03-10 07:01:00","0.702617","41.510133","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",67,809008.96334827,4602011.3702335,809008.96334827,4602011.3702335,0.00366636990681971,"NO"
"67","68","GUE03","PTEALC","10/3/19","08:01:00","10-3-19 8:01","41,515367","0,701683","0,2","6","4,29","","0","pica","2019","03","10","2019-03-10","08:01:00","2019-03-10 08:01:00","0.701683","41.515367","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",68,808906.078168094,4602589.25119175,808906.078168094,4602589.25119175,0.163001466373225,"NO"
