"","X","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"2074","2610","GUE03","PTEALC","22/7/19","07:02:00","22-7-19 7:02","41,4881","0,798833","0,6","30","3,98","","0","pica","2019","07","22","2019-07-22","07:02:00","2019-07-22 07:02:00","0.798833","41.4881","PTS_GUE03","0,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2610,817147.925990977,4599913.56786976,817147.925990977,4599913.56786976,0.0100774626840245,"NO"
"2075","2611","GUE03","PTEALC","22/7/19","08:02:00","22-7-19 8:02","41,48825","0,7987","0","20","4,01","","0","pica","2019","07","22","2019-07-22","08:02:00","2019-07-22 08:02:00","0.7987","41.48825","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2611,817136.087704994,4599929.73672519,817136.087704994,4599929.73672519,0.00556494966670419,"NO"
"2076","2612","GUE03","PTEALC","22/7/19","09:02:00","22-7-19 9:02","41,5064","0,733833","1,4","9","4,05","","0","pica","2019","07","22","2019-07-22","09:02:00","2019-07-22 09:02:00","0.733833","41.5064","PTS_GUE03","1,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2612,811632.533017466,4601709.0529962,811632.533017466,4601709.0529962,1.60623068697532,"NO"
"2077","2613","GUE03","PTEALC","22/7/19","10:03:00","22-7-19 10:03","41,50665","0,733467","0,2","35","4,05","","0","pica","2019","07","22","2019-07-22","10:03:00","2019-07-22 10:03:00","0.733467","41.50665","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2613,811600.780134809,4601735.49377631,811600.780134809,4601735.49377631,0.0112865932617056,"NO"
"2078","2614","GUE03","PTEALC","22/7/19","11:03:00","22-7-19 11:03","41,50695","0,73415","0,1","12","4,09","","0","pica","2019","07","22","2019-07-22","11:03:00","2019-07-22 11:03:00","0.73415","41.50695","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2614,811656.35330272,4601771.27401925,811656.35330272,4601771.27401925,0.0183547366334553,"NO"
"2079","2615","GUE03","PTEALC","22/7/19","12:04:00","22-7-19 12:04","41,5065","0,734617","0,7","12","4,12","","0","pica","2019","07","22","2019-07-22","12:04:00","2019-07-22 12:04:00","0.734617","41.5065","PTS_GUE03","0,7","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2615,811697.498083583,4601722.98853528,811697.498083583,4601722.98853528,0.0173280548338921,"NO"
"2080","2616","GUE03","PTEALC","22/7/19","13:04:00","22-7-19 13:04","41,506333","0,734717","0,8","19","4,11","","0","pica","2019","07","22","2019-07-22","13:04:00","2019-07-22 13:04:00","0.734717","41.506333","PTS_GUE03","0,8","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2616,811706.647939634,4601704.80458146,811706.647939634,4601704.80458146,0.00565293768026789,"NO"
"2081","2617","GUE03","PTEALC","22/7/19","14:05:00","22-7-19 14:05","41,506783","0,7343","0,9","19","4,13","","0","pica","2019","07","22","2019-07-22","14:05:00","2019-07-22 14:05:00","0.7343","41.506783","PTS_GUE03","0,9","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2617,811669.676797956,4601753.27055415,811669.676797956,4601753.27055415,0.0166505031290033,"NO"
"2082","2618","GUE03","PTEALC","22/7/19","15:05:00","22-7-19 15:05","41,506533","0,733767","0,5","32","4,11","","0","pica","2019","07","22","2019-07-22","15:05:00","2019-07-22 15:05:00","0.733767","41.506533","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2618,811626.384836231,4601723.58413855,811626.384836231,4601723.58413855,0.0145772395681061,"NO"
"2083","2619","GUE03","PTEALC","22/7/19","16:06:00","22-7-19 16:06","41,5061","0,734067","0","14","4,11","","0","pica","2019","07","22","2019-07-22","16:06:00","2019-07-22 16:06:00","0.734067","41.5061","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2619,811653.507362479,4601676.58334462,811653.507362479,4601676.58334462,0.0148224927353606,"NO"
"2084","2622","GUE03","PTEALC","22/7/19","17:06:00","22-7-19 17:06","41,506533","0,709283","0,3","11","4,13","","0","pica","2019","07","22","2019-07-22","17:06:00","2019-07-22 17:06:00","0.709283","41.506533","PTS_GUE03","0,3","0","0","660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2622,809582.55841592,4601635.48369288,809582.55841592,4601635.48369288,0.575217088107446,"NO"
"2085","2623","GUE03","PTEALC","22/7/19","18:07:00","22-7-19 18:07","41,488183","0,79905","0,2","13","4,12","","0","pica","2019","07","22","2019-07-22","18:07:00","2019-07-22 18:07:00","0.79905","41.488183","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2623,817165.640179899,4599923.58200528,817165.640179899,4599923.58200528,2.12344000062309,"NO"
"2086","2624","GUE03","PTEALC","22/7/19","19:07:00","22-7-19 19:07","41,488433","0,799","0,1","17","4,09","","0","pica","2019","07","22","2019-07-22","19:07:00","2019-07-22 19:07:00","0.799","41.488433","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2624,817160.243893634,4599951.16060779,817160.243893634,4599951.16060779,0.00780382880779143,"NO"
"2087","2625","GUE03","PTEALC","23/7/19","05:01:00","23-7-19 5:01","41,4882","0,799017","0,2","18","3,98","","0","pica","2019","07","23","2019-07-23","05:01:00","2019-07-23 05:01:00","0.799017","41.4882","PTS_GUE03","0,2","0","0","35640","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2625,817162.801614895,4599925.34862351,817162.801614895,4599925.34862351,0.000727768514201022,"NO"
"2088","2626","GUE03","PTEALC","23/7/19","06:01:00","23-7-19 6:01","41,487917","0,798817","0,6","6","3,99","","0","pica","2019","07","23","2019-07-23","06:01:00","2019-07-23 06:01:00","0.798817","41.487917","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2626,817147.483891486,4599893.18712712,817147.483891486,4599893.18712712,0.0098925157081369,"NO"
"2089","2627","GUE03","PTEALC","23/7/19","07:02:00","23-7-19 7:02","41,481317","0,788717","0,3","33","3,97","","0","pica","2019","07","23","2019-07-23","07:02:00","2019-07-23 07:02:00","0.788717","41.481317","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2627,816336.276387724,4599123.21707874,816336.276387724,4599123.21707874,0.305501651187052,"NO"
"2090","2628","GUE03","PTEALC","23/7/19","08:02:00","23-7-19 8:02","41,503567","0,792833","0,3","20","4,01","","0","pica","2019","07","23","2019-07-23","08:02:00","2019-07-23 08:02:00","0.792833","41.503567","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2628,816571.477154521,4601609.14271313,816571.477154521,4601609.14271313,0.693426094077595,"NO"
"2091","2629","GUE03","PTEALC","23/7/19","09:03:00","23-7-19 9:03","41,488117","0,798833","0,7","23","4,04","","0","pica","2019","07","23","2019-07-23","09:03:00","2019-07-23 09:03:00","0.798833","41.488117","PTS_GUE03","0,7","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2629,817147.842949496,4599915.4557035,817147.842949496,4599915.4557035,0.488683553521476,"NO"
"2092","2630","GUE03","PTEALC","23/7/19","10:03:00","23-7-19 10:03","41,4879","0,79845","0,9","11","4,06","","0","pica","2019","07","23","2019-07-23","10:03:00","2019-07-23 10:03:00","0.79845","41.4879","PTS_GUE03","0,9","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2630,817116.922084808,4599889.95137334,817116.922084808,4599889.95137334,0.0111308108775835,"NO"
"2093","2631","GUE03","PTEALC","23/7/19","11:04:00","23-7-19 11:04","41,487883","0,797583","0,9","7","4,09","","0","pica","2019","07","23","2019-07-23","11:04:00","2019-07-23 11:04:00","0.797583","41.487883","PTS_GUE03","0,9","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2631,817044.609783954,4599884.87973554,817044.609783954,4599884.87973554,0.0198005825870461,"NO"
"2094","2632","GUE03","PTEALC","23/7/19","12:04:00","23-7-19 12:04","41,48755","0,797333","0,3","22","4,05","","0","pica","2019","07","23","2019-07-23","12:04:00","2019-07-23 12:04:00","0.797333","41.48755","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2632,817025.360524134,4599846.98249685,817025.360524134,4599846.98249685,0.0118038605984503,"NO"
"2095","2633","GUE03","PTEALC","23/7/19","13:05:00","23-7-19 13:05","41,487883","0,797317","0,4","34","4,03","","0","pica","2019","07","23","2019-07-23","13:05:00","2019-07-23 13:05:00","0.797317","41.487883","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2633,817022.39852999,4599883.90307446,817022.39852999,4599883.90307446,0.0101172361833503,"NO"
"2096","2634","GUE03","PTEALC","23/7/19","14:06:00","23-7-19 14:06","41,488","0,7973","0,6","31","4,02","","0","pica","2019","07","23","2019-07-23","14:06:00","2019-07-23 14:06:00","0.7973","41.488","PTS_GUE03","0,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2634,817020.40772634,4599896.83339366,817020.40772634,4599896.83339366,0.00357352570896406,"NO"
"2097","2635","GUE03","PTEALC","23/7/19","15:06:00","23-7-19 15:06","41,487983","0,797517","0,4","7","4,05","","0","pica","2019","07","23","2019-07-23","15:06:00","2019-07-23 15:06:00","0.797517","41.487983","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2635,817038.610413074,4599895.74230179,817038.610413074,4599895.74230179,0.00506397059743923,"NO"
"2098","2636","GUE03","PTEALC","23/7/19","16:06:00","23-7-19 16:06","41,4874","0,797583","0,2","11","4,03","","0","pica","2019","07","23","2019-07-23","16:06:00","2019-07-23 16:06:00","0.797583","41.4874","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2636,817046.96833807,4599831.2430595,817046.96833807,4599831.2430595,0.018061234450741,"NO"
"2099","2637","GUE03","PTEALC","23/7/19","17:06:00","23-7-19 17:06","41,48795","0,799067","1,5","16","4,03","","0","pica","2019","07","23","2019-07-23","17:06:00","2019-07-23 17:06:00","0.799067","41.48795","PTS_GUE03","1,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2637,817168.197916043,4599897.7700222,817168.197916043,4599897.7700222,0.0384015377391571,"NO"
"2100","2638","GUE03","PTEALC","23/7/19","18:07:00","23-7-19 18:07","41,4841","0,790033","0,3","26","4,02","","0","pica","2019","07","23","2019-07-23","18:07:00","2019-07-23 18:07:00","0.790033","41.4841","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2638,816432.613342189,4599437.08747398,816432.613342189,4599437.08747398,0.237076236291767,"NO"
"2101","2639","GUE03","PTEALC","23/7/19","19:07:00","23-7-19 19:07","41,505983","0,71025","0,4","17","4","","0","pica","2019","07","23","2019-07-23","19:07:00","2019-07-23 19:07:00","0.71025","41.505983","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2639,809665.904299515,4601577.87587642,809665.904299515,4601577.87587642,1.97091807111288,"NO"
"2102","2640","GUE03","PTEALC","24/7/19","05:02:00","24-7-19 5:02","41,505883","0,710267","0,6","30","3,88","","0","pica","2019","07","24","2019-07-24","05:02:00","2019-07-24 05:02:00","0.710267","41.505883","PTS_GUE03","0,6","0","0","35700","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2640,809667.800622541,4601566.83207462,809667.800622541,4601566.83207462,0.000313868721323432,"NO"
"2103","2641","GUE03","PTEALC","24/7/19","06:02:00","24-7-19 6:02","41,505883","0,710333","0,4","6","3,92","","0","pica","2019","07","24","2019-07-24","06:02:00","2019-07-24 06:02:00","0.710333","41.505883","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2641,809673.310085468,4601567.06884216,809673.310085468,4601567.06884216,0.00153139352630827,"NO"
"2104","2642","GUE03","PTEALC","24/7/19","07:03:00","24-7-19 7:03","41,5081","0,7632","32","22","3,9","","0","pica","2019","07","24","2019-07-24","07:03:00","2019-07-24 07:03:00","0.7632","41.5081","PTS_GUE03","32","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2642,814075.75785554,4602004.27560577,814075.75785554,4602004.27560577,1.20844140696736,"NO"
"2105","2643","GUE03","PTEALC","24/7/19","08:03:00","24-7-19 8:03","41,488033","0,7985","0,5","18","3,96","","0","pica","2019","07","24","2019-07-24","08:03:00","2019-07-24 08:03:00","0.7985","41.488033","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2643,817120.447513566,4599904.90452787,817120.447513566,4599904.90452787,1.02702294329055,"NO"
"2106","2644","GUE03","PTEALC","24/7/19","09:03:00","24-7-19 9:03","41,488","0,798833","0,2","10","3,99","","0","pica","2019","07","24","2019-07-24","09:03:00","2019-07-24 09:03:00","0.798833","41.488","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2644,817148.414469709,4599902.46296548,817148.414469709,4599902.46296548,0.00779598169916712,"NO"
"2107","2645","GUE03","PTEALC","24/7/19","10:04:00","24-7-19 10:04","41,4879","0,7992","0,5","11","3,99","","0","pica","2019","07","24","2019-07-24","10:04:00","2019-07-24 10:04:00","0.7992","41.4879","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2645,817179.547796613,4599892.70611777,817179.547796613,4599892.70611777,0.00891187423199626,"NO"
"2108","2646","GUE03","PTEALC","24/7/19","11:04:00","24-7-19 11:04","41,487933","0,799183","0,2","17","4,01","","0","pica","2019","07","24","2019-07-24","11:04:00","2019-07-24 11:04:00","0.799183","41.487933","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2646,817177.967067947,4599896.30828939,817177.967067947,4599896.30828939,0.00109240328069584,"NO"
"2109","2647","GUE03","PTEALC","24/7/19","12:04:00","24-7-19 12:04","41,48785","0,798867","0,2","9","4,03","","0","pica","2019","07","24","2019-07-24","12:04:00","2019-07-24 12:04:00","0.798867","41.48785","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2647,817151.986220463,4599885.9304918,817151.986220463,4599885.9304918,0.00776918406593159,"NO"
"2110","2648","GUE03","PTEALC","24/7/19","13:05:00","24-7-19 13:05","41,487633","0,798983","0","16","4,01","","0","pica","2019","07","24","2019-07-24","13:05:00","2019-07-24 13:05:00","0.798983","41.487633","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2648,817162.73237254,4599862.25892803,817162.73237254,4599862.25892803,0.00710095342017006,"NO"
"2111","2649","GUE03","PTEALC","24/7/19","14:05:00","24-7-19 14:05","41,48815","0,7983","0,4","7","4,03","","0","pica","2019","07","24","2019-07-24","14:05:00","2019-07-24 14:05:00","0.7983","41.48815","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2649,817103.175918961,4599917.16274849,817103.175918961,4599917.16274849,0.0224944385456263,"NO"
"2112","2650","GUE03","PTEALC","24/7/19","15:05:00","24-7-19 15:05","41,488","0,798783","0,1","22","4,01","","0","pica","2019","07","24","2019-07-24","15:05:00","2019-07-24 15:05:00","0.798783","41.488","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2650,817144.239428717,4599902.27931659,817144.239428717,4599902.27931659,0.0121292835470081,"NO"
"2113","2651","GUE03","PTEALC","24/7/19","16:06:00","24-7-19 16:06","41,488067","0,79855","0,2","8","4,03","","0","pica","2019","07","24","2019-07-24","16:06:00","2019-07-24 16:06:00","0.79855","41.488067","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2651,817124.456481908,4599908.86383035,817124.456481908,4599908.86383035,0.00569515415833983,"NO"
"2114","2652","GUE03","PTEALC","24/7/19","17:06:00","24-7-19 17:06","41,48435","0,78955","0,4","7","4,03","","0","pica","2019","07","24","2019-07-24","17:06:00","2019-07-24 17:06:00","0.78955","41.48435","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2652,816391.061957306,4599463.07989454,816391.061957306,4599463.07989454,0.238336214605449,"NO"
"2115","2653","GUE03","PTEALC","24/7/19","18:06:00","24-7-19 18:06","41,488033","0,798767","1","6","4,01","","0","pica","2019","07","24","2019-07-24","18:06:00","2019-07-24 18:06:00","0.798767","41.488033","PTS_GUE03","1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2653,817142.742220542,4599905.88516783,817142.742220542,4599905.88516783,0.24226889699547,"NO"
"2116","2654","GUE03","PTEALC","24/7/19","19:07:00","24-7-19 19:07","41,487967","0,798883","1","20","3,97","","0","pica","2019","07","24","2019-07-24","19:07:00","2019-07-24 19:07:00","0.798883","41.487967","PTS_GUE03","1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2654,817152.750710628,4599898.98199837,817152.750710628,4599898.98199837,0.0033210253559576,"NO"
"2117","2655","GUE03","PTEALC","25/7/19","05:01:00","25-7-19 5:01","41,488167","0,7989","16","17","3,89","","0","pica","2019","07","25","2019-07-25","05:01:00","2019-07-25 05:01:00","0.7989","41.488167","PTS_GUE03","16","0","0","35640","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2655,817153.193250222,4599921.25424917,817153.193250222,4599921.25424917,0.000625028672024296,"NO"
"2118","2656","GUE03","PTEALC","25/7/19","06:01:00","25-7-19 6:01","41,487783","0,7972","0,5","37","3,88","","0","pica","2019","07","25","2019-07-25","06:01:00","2019-07-25 06:01:00","0.7972","41.487783","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2656,817013.117184465,4599872.36861071,817013.117184465,4599872.36861071,0.041200060065397,"NO"
"2119","2657","GUE03","PTEALC","25/7/19","07:02:00","25-7-19 7:02","41,5037","0,795817","36","27","3,89","","0","pica","2019","07","25","2019-07-25","07:02:00","2019-07-25 07:02:00","0.795817","41.5037","PTS_GUE03","36","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2657,816819.934135118,4601634.86016621,816819.934135118,4601634.86016621,0.484306786040573,"NO"
"2120","2659","GUE03","PTEALC","25/7/19","09:05:00","25-7-19 9:05","41,487633","0,798417","0,5","55","3,89","","0","pica","2019","07","25","2019-07-25","09:05:00","2019-07-25 09:05:00","0.798417","41.487633","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2659,817115.470641201,4599860.18008526,817115.470641201,4599860.18008526,0.243750110682219,"NO"
"2121","2663","GUE03","PTEALC","25/7/19","13:11:00","25-7-19 13:11","41,487617","0,798","0,1","37","3,94","","0","pica","2019","07","25","2019-07-25","13:11:00","2019-07-25 13:11:00","0.798","41.487617","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2663,817080.728743552,4599856.87191414,817080.728743552,4599856.87191414,0.00236427386527442,"NO"
"2122","2664","GUE03","PTEALC","25/7/19","14:12:00","25-7-19 14:12","41,48775","0,7981","2,3","27","3,97","","0","pica","2019","07","25","2019-07-25","14:12:00","2019-07-25 14:12:00","0.7981","41.48775","PTS_GUE03","2,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2664,817088.429327863,4599872.00865839,817088.429327863,4599872.00865839,0.00463887827103695,"NO"
"2123","2665","GUE03","PTEALC","25/7/19","15:13:00","25-7-19 15:13","41,481817","0,799783","0,2","32","3,96","","0","pica","2019","07","25","2019-07-25","15:13:00","2019-07-25 15:13:00","0.799783","41.481817","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2665,817257.948591237,4599219.33664208,817257.948591237,4599219.33664208,0.184192153375202,"NO"
"2124","2666","GUE03","PTEALC","25/7/19","16:14:00","25-7-19 16:14","41,488967","0,79275","23","65","3,94","","0","pica","2019","07","25","2019-07-25","16:14:00","2019-07-25 16:14:00","0.79275","41.488967","PTS_GUE03","23","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2666,816635.763159796,4599987.52238249,816635.763159796,4599987.52238249,0.270020876614808,"NO"
"2125","2667","GUE03","PTEALC","25/7/19","17:15:00","25-7-19 17:15","41,487333","0,798217","0,4","52","3,93","","0","pica","2019","07","25","2019-07-25","17:15:00","2019-07-25 17:15:00","0.798217","41.487333","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2667,817100.235564945,4599826.13087807,817100.235564945,4599826.13087807,0.134311161197672,"NO"
"2126","2668","GUE03","PTEALC","25/7/19","18:16:00","25-7-19 18:16","41,4881","0,797217","0,8","41","3,92","","0","pica","2019","07","25","2019-07-25","18:16:00","2019-07-25 18:16:00","0.797217","41.4881","PTS_GUE03","0,8","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2668,817012.988889603,4599907.63356304,817012.988889603,4599907.63356304,0.0326121067478003,"NO"
"2127","2669","GUE03","PTEALC","25/7/19","19:17:00","25-7-19 19:17","41,488083","0,797167","0,3","46","3,9","","0","pica","2019","07","25","2019-07-25","19:17:00","2019-07-25 19:17:00","0.797167","41.488083","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2669,817008.896860926,4599905.56215919,817008.896860926,4599905.56215919,0.00125278281946871,"NO"
"2128","2670","GUE03","PTEALC","26/7/19","05:02:00","26-7-19 5:02","41,488317","0,795283","0,1","37","3,81","","0","pica","2019","07","26","2019-07-26","05:02:00","2019-07-26 05:02:00","0.795283","41.488317","PTS_GUE03","0,1","0","0","35100","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2670,816850.439603921,4599924.6324518,816850.439603921,4599924.6324518,0.00454689849510478,"NO"
"2129","2671","GUE03","PTEALC","26/7/19","06:03:00","26-7-19 6:03","41,487183","0,798","0,2","47","3,8","","0","pica","2019","07","26","2019-07-26","06:03:00","2019-07-26 06:03:00","0.798","41.487183","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2671,817082.848247434,4599808.67663831,817082.848247434,4599808.67663831,0.0709450209120944,"NO"
"2130","2672","GUE03","PTEALC","26/7/19","07:03:00","26-7-19 7:03","41,487933","0,797183","0,5","26","3,82","","0","pica","2019","07","26","2019-07-26","07:03:00","2019-07-26 07:03:00","0.797183","41.487933","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2672,817010.965270146,4599888.96354903,817010.965270146,4599888.96354903,0.0299262228036939,"NO"
"2131","2673","GUE03","PTEALC","26/7/19","08:05:00","26-7-19 8:05","41,4879","0,796933","0,5","67","3,83","","0","pica","2019","07","26","2019-07-26","08:05:00","2019-07-26 08:05:00","0.796933","41.4879","PTS_GUE03","0,5","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2673,816990.251165396,4599884.38111199,816990.251165396,4599884.38111199,0.00570140306546535,"NO"
"2132","2674","GUE03","PTEALC","26/7/19","09:05:00","26-7-19 9:05","41,487767","0,797433","0,4","12","3,9","","0","pica","2019","07","26","2019-07-26","09:05:00","2019-07-26 09:05:00","0.797433","41.487767","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2674,817032.651063887,4599871.44729224,817032.651063887,4599871.44729224,0.0123101128188831,"NO"
"2133","2675","GUE03","PTEALC","26/7/19","10:05:00","26-7-19 10:05","41,487767","0,797417","0,2","11","3,92","","0","pica","2019","07","26","2019-07-26","10:05:00","2019-07-26 10:05:00","0.797417","41.487767","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2675,817031.315046221,4599871.38854613,817031.315046221,4599871.38854613,0.00037137145430446,"NO"
"2134","2676","GUE03","PTEALC","26/7/19","11:06:00","26-7-19 11:06","41,496967","0,7961","0,1","22","3,91","","0","pica","2019","07","26","2019-07-26","11:06:00","2019-07-26 11:06:00","0.7961","41.496967","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2676,816876.432658405,4600888.20508949,816876.432658405,4600888.20508949,0.280946412242048,"NO"
"2135","2677","GUE03","PTEALC","26/7/19","12:06:00","26-7-19 12:06","41,4875","0,798","0,4","7","3,95","","0","pica","2019","07","26","2019-07-26","12:06:00","2019-07-26 12:06:00","0.798","41.4875","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2677,817081.30013234,4599843.87917829,817081.30013234,4599843.87917829,0.295537585293485,"NO"
"2136","2678","GUE03","PTEALC","26/7/19","13:06:00","26-7-19 13:06","41,487567","0,798367","3,4","10","3,94","","0","pica","2019","07","26","2019-07-26","13:06:00","2019-07-26 13:06:00","0.798367","41.487567","PTS_GUE03","3,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",2678,817111.617930177,4599852.66722083,817111.617930177,4599852.66722083,0.00876583766494793,"NO"
