"","X","UUID_reused","Transmitting","Satellite","GPS_time_consumption","Data_source","TAG","Gender","Age","GPS_ini","GPS_end","time_range","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"26","27","130000026f","2022-10-14 21:04:19","8","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","06:32:17","2022-09-27 06:32:17","0","-6.424748","37.085424","0","-18.57","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",27,195570.751247302,4109838.89510379,195570.751247302,4109838.89510379,0.00774811677953669,"NO"
"27","28","130000026f","2022-10-14 21:04:19","8","2","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","06:42:16","2022-09-27 06:42:16","0","-6.4247572","37.0854272","0.2","-15.3","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",28,195569.945999452,4109839.27979105,195569.945999452,4109839.27979105,0.00148736193532618,"NO"
"28","29","130000026f","2022-10-14 21:04:19","7","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","06:52:22","2022-09-27 06:52:22","0","-6.4248356","37.0854752","0.1","-5.06","130000026f","606","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",29,195563.166922963,4109844.85885596,195563.166922963,4109844.85885596,0.0144639647542158,"NO"
"29","30","130000026f","2022-10-14 21:04:19","7","2","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:02:22","2022-09-27 07:02:22","0","-6.424728","37.0854144","0.1","-12.14","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",30,195572.491198603,4109837.76542954,195572.491198603,4109837.76542954,0.0194937615780275,"NO"
"30","31","130000026f","2022-10-14 21:04:19","7","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:12:22","2022-09-27 07:12:22","0","-6.4246708","37.0854272","2.9","-8.64","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",31,195577.6286936,4109839.00254964,195577.6286936,4109839.00254964,0.0087925903313654,"NO"
"31","32","130000026f","2022-10-14 21:04:19","8","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:22:23","2022-09-27 07:22:23","0","-6.4246396","37.0854528","0.1","-25.85","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",32,195580.50553106,4109841.74376314,195580.50553106,4109841.74376314,0.0066008626570106,"NO"
"32","33","130000026f","2022-10-14 21:04:19","9","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:32:23","2022-09-27 07:32:23","0","-6.424604","37.0854464","0.3","-28.03","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",33,195583.64545188,4109840.91920079,195583.64545188,4109840.91920079,0.00540163643834861,"NO"
"33","34","130000026f","2022-10-14 21:04:19","9","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:42:23","2022-09-27 07:42:23","0","-6.4221136","37.089728","0.1","-34.25","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",34,195822.228375096,4110308.14280878,195822.228375096,4110308.14280878,0.87290161162256,"NO"
"34","35","130000026f","2022-10-14 21:04:19","7","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","07:52:22","2022-09-27 07:52:22","0","-6.4215956","37.09208","0.6","-25","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",35,195877.69917349,4110567.52878715,195877.69917349,4110567.52878715,0.442085007073728,"NO"
"35","36","130000026f","2022-10-14 21:04:19","7","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:02:21","2022-09-27 08:02:21","0","-6.4217504","37.09304","0.3","-2.65","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",36,195867.777870034,4110674.57484841,195867.777870034,4110674.57484841,0.179174740064468,"NO"
"36","37","130000026f","2022-10-14 21:04:19","7","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:12:22","2022-09-27 08:12:22","0","-6.421642","37.093056","0.5","-13.07","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",37,195877.479866055,4110676.00312365,195877.479866055,4110676.00312365,0.0162899733775469,"NO"
"37","38","130000026f","2022-10-14 21:04:19","6","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:22:21","2022-09-27 08:22:21","0","-6.4215096","37.0931712","2.6","-5.13","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",38,195889.712737286,4110688.36460499,195889.712737286,4110688.36460499,0.0289851187554718,"NO"
"38","39","130000026f","2022-10-14 21:04:21","5","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:32:21","2022-09-27 08:32:21","0","-6.4214812","37.0931488","0.9","6.54","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",39,195892.148158976,4110685.78739294,195892.148158976,4110685.78739294,0.00589997511785689,"NO"
"39","40","130000026f","2022-10-14 21:04:21","6","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:42:22","2022-09-27 08:42:22","0","-6.4213","37.093152","0.2","-3.01","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",40,195908.271624738,4110685.56164368,195908.271624738,4110685.56164368,0.0267857908219821,"NO"
"40","41","130000026f","2022-10-14 21:04:21","6","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","08:52:22","2022-09-27 08:52:22","0","-6.421176","37.0930752","0.1","-6.81","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",41,195918.989242073,4110676.64014689,195918.989242073,4110676.64014689,0.0232028399694994,"NO"
"41","42","130000026f","2022-10-14 21:04:21","6","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:02:22","2022-09-27 09:02:22","0","-6.4208824","37.0930976","0","-7.48","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",42,195945.18314432,4110678.1851457,195945.18314432,4110678.1851457,0.0436596125334764,"NO"
"42","43","130000026f","2022-10-14 21:04:21","6","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:12:22","2022-09-27 09:12:22","0","-6.420878","37.0930496","0.2","-23.43","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",43,195945.382284306,4110672.84355539,195945.382284306,4110672.84355539,0.00889401179480098,"NO"
"43","44","130000026f","2022-10-14 21:04:21","6","6","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:22:23","2022-09-27 09:22:23","0","-6.4205352","37.0929152","0.3","-14.04","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",44,195975.323247333,4110656.827823,195975.323247333,4110656.827823,0.0564042152707836,"NO"
"44","45","130000026f","2022-10-14 21:04:21","6","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:32:22","2022-09-27 09:32:22","0","-6.4202792","37.0928384","0.7","-44.22","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",45,195997.777254028,4110647.48336627,195997.777254028,4110647.48336627,0.0405346658319073,"NO"
"45","46","130000026f","2022-10-14 21:04:21","6","10","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:42:28","2022-09-27 09:42:28","0","-6.4189328","37.0921184","0.1","-50.08","130000026f","606","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",46,196114.608012033,4110563.25692513,196114.608012033,4110563.25692513,0.237275299294904,"NO"
"46","47","130000026f","2022-10-14 21:04:21","6","4","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","09:52:21","2022-09-27 09:52:21","0","-6.4207896","37.0933152","0.2","-107.22","130000026f","593","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",47,195954.304772123,4110702.03895471,195954.304772123,4110702.03895471,0.356956274356651,"YES"
"47","48","130000026f","2022-10-14 21:04:21","7","22","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:02:40","2022-09-27 10:02:40","0","-6.4355448","37.0573632","0.1","54.65","130000026f","619","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",48,194497.988028839,4106759.14089958,194497.988028839,4106759.14089958,6.77943413457765,"NO"
"48","49","130000026f","2022-10-14 21:04:21","7","13","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:12:30","2022-09-27 10:12:30","0","-6.4354028","37.0574848","0","85.87","130000026f","590","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",49,194511.107634741,4106772.18024148,194511.107634741,4106772.18024148,0.03129823426407,"NO"
"49","50","130000026f","2022-10-14 21:04:21","7","17","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:22:35","2022-09-27 10:22:35","0","-6.4331728","37.0531136","0.2","107.17","130000026f","605","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",50,194691.934321391,4106279.85036469,194691.934321391,4106279.85036469,0.865490704675546,"NO"
"50","51","130000026f","2022-10-14 21:04:21","9","23","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:32:39","2022-09-27 10:32:39","0","-6.434256","37.0524128","0.1","3.73","130000026f","604","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",51,194592.762224451,4106205.55294199,194592.762224451,4106205.55294199,0.204820079983704,"NO"
"51","52","130000026f","2022-10-14 21:04:21","9","5","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:42:22","2022-09-27 10:42:22","0","-6.4338284","37.052272","0.2","-32.4","130000026f","583","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",52,194630.23610223,4106188.55027185,194630.23610223,4106188.55027185,0.0704635731088099,"NO"
"52","53","130000026f","2022-10-14 21:04:21","8","5","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","10:52:22","2022-09-27 10:52:22","0","-6.4338036","37.0523104","0.4","-38.82","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",53,194632.596381544,4106192.73249327,194632.596381544,4106192.73249327,0.00799048274617062,"NO"
"53","54","130000026f","2022-10-14 21:04:21","8","5","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:02:22","2022-09-27 11:02:22","0","-6.4339412","37.052128","0.3","-55.01","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",54,194619.623640523,4106172.93063133,194619.623640523,4106172.93063133,0.039389168936683,"NO"
"54","55","130000026f","2022-10-14 21:04:24","8","5","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:12:21","2022-09-27 11:12:21","0","-6.4341484","37.0517152","0.2","-56.31","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",55,194599.534625227,4106127.78074298,194599.534625227,4106127.78074298,0.0823623591502599,"NO"
"55","56","130000026f","2022-10-14 21:04:24","8","5","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:22:22","2022-09-27 11:22:22","0","-6.434188","37.0515904","0.1","-54.62","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",56,194595.510969431,4106114.05666637,194595.510969431,4106114.05666637,0.023757061629834,"NO"
"56","57","130000026f","2022-10-14 21:04:24","9","23","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:32:40","2022-09-27 11:32:40","0","-6.4341908","37.0517472","0","13.59","130000026f","618","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",57,194595.89114952,4106131.46878312,194595.89114952,4106131.46878312,0.0281361336309791,"NO"
"57","58","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:42:19","2022-09-27 11:42:19","0","-6.4332232","37.0516096","0.3","-5.7","130000026f","579","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",58,194681.416600911,4106113.08468169,194681.416600911,4106113.08468169,0.150825887493242,"NO"
"58","59","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","11:52:19","2022-09-27 11:52:19","0","-6.4311848","37.0541824","0.3","3.38","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",59,194873.068883322,4106392.08454525,194873.068883322,4106392.08454525,0.563201584189978,"NO"
"59","60","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:02:19","2022-09-27 12:02:19","0","-6.4315244","37.0542688","0","1.71","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",60,194843.205612712,4106402.76550423,194843.205612712,4106402.76550423,0.0527718671744151,"NO"
"60","61","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:12:20","2022-09-27 12:12:20","0","-6.431548","37.0545632","0.2","0.14","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",61,194842.286878316,4106435.51657223,194842.286878316,4106435.51657223,0.054425168865837,"NO"
"61","62","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:22:19","2022-09-27 12:22:19","0","-6.4314432","37.0548864","0.6","11.17","130000026f","599","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",62,194852.905627739,4106471.05142392,194852.905627739,4106471.05142392,0.0618125194882506,"NO"
"62","63","130000026f","2022-10-14 21:04:24","12","24","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:32:40","2022-09-27 12:32:40","0","-6.4313992","37.055024","0.1","15.09","130000026f","621","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",63,194857.371501315,4106486.18211177,194857.371501315,4106486.18211177,0.0253633219165973,"NO"
"63","64","130000026f","2022-10-14 21:04:24","11","2","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:42:18","2022-09-27 12:42:18","0","-6.431304","37.0552384","6.4","12.29","130000026f","578","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",64,194866.699874702,4106509.6722095,194866.699874702,4106509.6722095,0.0436520849666537,"NO"
"64","65","130000026f","2022-10-14 21:04:24","9","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","12:52:19","2022-09-27 12:52:19","0","-6.4315604","37.055088","0.2","-30.03","130000026f","601","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",65,194843.288475767,4106493.80354905,194843.288475767,4106493.80354905,0.0469811371731449,"NO"
"65","66","130000026f","2022-10-14 21:04:24","10","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","13:02:19","2022-09-27 13:02:19","0","-6.4313488","37.0552128","0.1","-10.88","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",66,194862.612000619,4106506.97487684,194862.612000619,4106506.97487684,0.0389110129336251,"NO"
"66","67","130000026f","2022-10-14 21:04:24","11","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","13:12:19","2022-09-27 13:12:19","0","-6.4313236","37.0552224","0.2","33.9","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",67,194864.89218136,4106507.9593782,194864.89218136,4106507.9593782,0.00413251230845078,"NO"
"67","68","130000026f","2022-10-14 21:04:24","11","3","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","13:22:19","2022-09-27 13:22:19","0","-6.4311548","37.0552736","0","-7.95","130000026f","600","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",68,194880.113208511,4106513.099503,194880.113208511,4106513.099503,0.0267312946761585,"NO"
"68","69","130000026f","2022-10-14 21:04:24","12","24","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","13:32:40","2022-09-27 13:32:40","0","-6.4314636","37.055328","0","-20.8","130000026f","621","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",69,194852.861877618,4106520.12981372,194852.861877618,4106520.12981372,0.0452468905891491,"NO"
"69","70","130000026f","2022-10-14 21:04:24","12","2","1","12035","Female","Adult","2022-09-27","2023-08-05","312","druid","2022-09-27","13:42:17","2022-09-27 13:42:17","0","-6.4318184","37.0553536","0.1","-17.7","130000026f","577","0","3032","NO_burst_boost","F","PTS","AD","SUR","Donana","PTS_12035",70,194821.403121465,4106524.11159403,194821.403121465,4106524.11159403,0.0548611501148062,"NO"
