"","X","IdNr","GpsNumber","Longtitude","BatteryVoltage","GpsDescription","Temperature","GPSIntervals","VHFTelemetry","Activity","logger_type","Day","year","Month","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"298","299","803","48536483956","0,762233","384","SAND07","33","7","A","2101","ecotone","1","2019","05","2019-05-1",":00:00","2019-05-01 09:00:00","0.762233","41.761783","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",299,812764.260138127,4630172.27793632,812764.260138127,4630172.27793632,0.0678505866278212,"NO"
"299","300","804","48536483956","0,760233","384","SAND07","43","7","A","2101","ecotone","1","2019","05","2019-05-1",":00:00","2019-05-01 12:00:00","0.760233","41.76685","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",300,812573.334948192,4630727.69460995,812573.334948192,4630727.69460995,0.0543760783103613,"NO"
"300","301","805","48536483956","0,759916","384","SAND07","40","7","A","2101","ecotone","1","2019","05","2019-05-1",":00:00","2019-05-01 15:00:00","0.759916","41.76645","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",301,812548.92418771,4630682.1202611,812548.92418771,4630682.1202611,0.00478660860828744,"NO"
"301","302","806","48536483956","0,758533","384","SAND07","29","7","A","2101","ecotone","1","2019","05","2019-05-1",":00:00","2019-05-01 18:00:00","0.758533","41.769583","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",302,812418.716387196,4631025.01226734,812418.716387196,4631025.01226734,0.0339581474460363,"NO"
"302","303","807","48536483956","0,750583","382","SAND07","21","7","A","2082","ecotone","2","2019","05","2019-05-2",":40:00","2019-05-02 11:40:00","0.750583","41.775767","0","0","63600","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",303,811727.794684089,4631682.86213408,811727.794684089,4631682.86213408,0.0149999557221243,"NO"
"303","304","808","48536483956","0,75055","382","SAND07","43","7","A","2082","ecotone","2","2019","05","2019-05-2",":00:00","2019-05-02 12:00:00","0.75055","41.77565","0","0","1200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",304,811725.618905937,4631669.74930561,811725.618905937,4631669.74930561,0.0110675382965653,"NO"
"304","305","809","48536483956","0,751083","382","SAND07","33","7","A","2082","ecotone","2","2019","05","2019-05-2",":00:00","2019-05-02 15:00:00","0.751083","41.775367","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",305,811771.29889962,4631640.25689945,811771.29889962,4631640.25689945,0.00503410558291409,"NO"
"305","306","810","48536483956","0,759066","382","SAND07","27","7","A","2082","ecotone","2","2019","05","2019-05-2",":00:00","2019-05-02 18:00:00","0.759066","41.7696","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",306,812462.945270196,4631028.83939416,812462.945270196,4631028.83939416,0.0854689453426307,"NO"
"306","307","811","48536483956","0,759966","379","SAND07","16","7","A","1524","ecotone","3","2019","05","2019-05-3",":00:00","2019-05-03 07:00:00","0.759966","41.766967","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",307,812550.567900152,4630739.71586633,812550.567900152,4630739.71586633,0.00645519289874341,"NO"
"307","308","812","48536483956","0,698299","379","SAND07","22","7","A","1524","ecotone","3","2019","05","2019-05-3",":00:00","2019-05-03 09:00:00","0.698299","41.789966","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",308,807313.637147484,4633071.18429813,807313.637147484,4633071.18429813,0.79606553901139,"NO"
"308","309","813","48536483956","0,718517","379","SAND07","20","7","A","1524","ecotone","3","2019","05","2019-05-3",":00:00","2019-05-03 12:00:00","0.718517","41.7603","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",309,809136.580022678,4629849.32167535,809136.580022678,4629849.32167535,0.342729979333014,"NO"
"309","310","814","48536483956","0,71885","379","SAND07","17","7","A","1524","ecotone","3","2019","05","2019-05-3",":00:00","2019-05-03 15:00:00","0.71885","41.7616","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",310,809158.018542154,4629994.88635871,809158.018542154,4629994.88635871,0.0136223431539012,"NO"
"310","311","815","48536483956","0,7188","383","SAND07","18","7","A","2027","ecotone","3","2019","05","2019-05-3",":00:00","2019-05-03 18:00:00","0.7188","41.761933","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",311,809152.260367844,4630031.68632775,809152.260367844,4630031.68632775,0.00344854570109221,"NO"
"311","312","816","48536483956","0,743099","383","SAND07","21","7","A","2027","ecotone","4","2019","05","2019-05-4",":00:00","2019-05-04 07:00:00","0.743099","41.75485","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",312,811206.888956741,4629332.85966128,811206.888956741,4629332.85966128,0.046371243689381,"NO"
"312","313","817","48536483956","0,742816","383","SAND07","33","7","A","2027","ecotone","4","2019","05","2019-05-4",":00:00","2019-05-04 09:00:00","0.742816","41.754866","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",313,811183.278689968,4629333.61123483,811183.278689968,4629333.61123483,0.00328040910615984,"NO"
"313","314","818","48536483956","0,744499","383","SAND07","36","7","A","2027","ecotone","4","2019","05","2019-05-4",":00:00","2019-05-04 12:00:00","0.744499","41.755366","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",314,811320.808434745,4629395.2350883,811320.808434745,4629395.2350883,0.0139528541500501,"NO"
"314","315","819","48536483956","0,744716","379","SAND07","34","7","A","2913","ecotone","4","2019","05","2019-05-4",":00:00","2019-05-04 15:00:00","0.744716","41.755066","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",315,811340.305052402,4629362.70622842,811340.305052402,4629362.70622842,0.00351117474383616,"NO"
"315","316","820","48536483956","0,759233","379","SAND07","23","7","A","2913","ecotone","4","2019","05","2019-05-4",":00:00","2019-05-04 18:00:00","0.759233","41.767","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",316,812489.466295523,4630740.71309948,812489.466295523,4630740.71309948,0.166122526941602,"NO"
"316","317","821","48536483956","0,758583","379","SAND07","24","7","A","2913","ecotone","5","2019","05","2019-05-5",":00:00","2019-05-05 07:00:00","0.758583","41.769983","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",317,812420.929268348,4631069.61478601,812420.929268348,4631069.61478601,0.00717862288714151,"NO"
"317","318","822","48536483956","0,758916","379","SAND07","29","7","A","2913","ecotone","5","2019","05","2019-05-5",":00:00","2019-05-05 09:00:00","0.758916","41.7701","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",318,812448.04474683,4631083.81937854,812448.04474683,4631083.81937854,0.00425090629721998,"NO"
"318","319","823","48536483956","0,7585","374","SAND07","34","7","A","3119","ecotone","5","2019","05","2019-05-5",":00:00","2019-05-05 12:00:00","0.7585","41.770017","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",319,812413.863789919,4631073.08857375,812413.863789919,4631073.08857375,0.0033168966369282,"NO"
"319","320","824","48536483956","0,758883","374","SAND07","33","7","A","3119","ecotone","5","2019","05","2019-05-5",":00:00","2019-05-05 15:00:00","0.758883","41.769733","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",320,812447.084974399,4631042.94339534,812447.084974399,4631042.94339534,0.00415327711670957,"NO"
"320","321","825","48536483956","0,758366","374","SAND07","26","7","A","3119","ecotone","5","2019","05","2019-05-5",":00:00","2019-05-05 18:00:00","0.758366","41.76775","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",321,812413.739974541,4630820.84729061,812413.739974541,4630820.84729061,0.0207930123340548,"NO"
"321","322","826","48536483956","0,758683","374","SAND07","28","7","A","3119","ecotone","6","2019","05","2019-05-6",":00:00","2019-05-06 07:00:00","0.758683","41.770017","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",322,812429.077582017,4631073.75435947,812429.077582017,4631073.75435947,0.00541380992700765,"NO"
"322","323","827","48536483956","0,742199","372","SAND07","39","7","A","2654","ecotone","6","2019","05","2019-05-6",":00:00","2019-05-06 12:00:00","0.742199","41.790966","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",323,810957.289805737,4633340.32929103,810957.289805737,4633340.32929103,0.150130701740868,"NO"
"323","324","828","48536483956","0,742316","372","SAND07","38","7","A","2654","ecotone","6","2019","05","2019-05-6",":00:00","2019-05-06 15:00:00","0.742316","41.790766","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",324,810967.981595935,4633318.54282961,810967.981595935,4633318.54282961,0.00224688327519066,"NO"
"324","325","829","48536483956","0,75955","372","SAND07","29","7","A","2654","ecotone","6","2019","05","2019-05-6",":00:00","2019-05-06 18:00:00","0.75955","41.766933","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",325,812516.147157633,4630734.42618169,812516.147157633,4630734.42618169,0.278898898538396,"NO"
"325","326","830","48536483956","0,759516","372","SAND07","32","7","A","2654","ecotone","7","2019","05","2019-05-7",":00:00","2019-05-07 07:00:00","0.759516","41.766767","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",326,812514.127296647,4630715.86790342,812514.127296647,4630715.86790342,0.000398877679792465,"NO"
"326","327","831","48536483956","0,759066","382","SAND07","36","7","A","2916","ecotone","7","2019","05","2019-05-7",":00:00","2019-05-07 09:00:00","0.759066","41.7699","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",327,812461.48714257,4631062.15485508,812461.48714257,4631062.15485508,0.0486411745267673,"NO"
"327","328","832","48536483956","0,758516","382","SAND07","42","7","A","2916","ecotone","7","2019","05","2019-05-7",":00:00","2019-05-07 12:00:00","0.758516","41.770133","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",328,812414.630227344,4631086.02876095,812414.630227344,4631086.02876095,0.00486884025842511,"NO"
"328","329","833","48536483956","0,759183","382","SAND07","40","7","A","2916","ecotone","7","2019","05","2019-05-7",":00:00","2019-05-07 15:00:00","0.759183","41.7697","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",329,812472.186128081,4631040.37027401,812472.186128081,4631040.37027401,0.00680185699696998,"NO"
"329","330","834","48536483956","0,7583","382","SAND07","26","7","A","2916","ecotone","7","2019","05","2019-05-7",":00:00","2019-05-07 18:00:00","0.7583","41.767583","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",330,812409.064331078,4630802.06158899,812409.064331078,4630802.06158899,0.022824428566311,"NO"
"330","331","835","48536483956","0,758366","379","SAND07","23","7","A","2875","ecotone","8","2019","05","2019-05-8",":00:00","2019-05-08 07:00:00","0.758366","41.7699","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",331,812403.292202219,4631059.6080503,812403.292202219,4631059.6080503,0.00550439383003595,"NO"
"331","332","836","48536483956","0,737699","379","SAND07","35","7","A","2875","ecotone","8","2019","05","2019-05-8",":00:00","2019-05-08 09:00:00","0.737699","41.739333","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",332,810832.807915822,4627590.13207479,810832.807915822,4627590.13207479,0.528866867473035,"NO"
"332","333","837","48536483956","0,737316","379","SAND07","37","7","A","2875","ecotone","8","2019","05","2019-05-8",":00:00","2019-05-08 12:00:00","0.737316","41.739249","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",333,810801.35753637,4627579.41839077,810801.35753637,4627579.41839077,0.00307611628065361,"NO"
"333","334","838","48536483956","0,737933","379","SAND07","33","7","A","2875","ecotone","8","2019","05","2019-05-8",":00:00","2019-05-08 15:00:00","0.737933","41.737683","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",334,810860.240447673,4627407.74462135,810860.240447673,4627407.74462135,0.0168031911835681,"NO"
"334","335","839","48536483956","0,745766","390","SAND07","28","7","A","1868","ecotone","8","2019","05","2019-05-8",":00:00","2019-05-08 18:00:00","0.745766","41.754866","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",335,811428.585868032,4629344.30223505,811428.585868032,4629344.30223505,0.186856295673285,"NO"
"335","336","840","48536483956","0,743249","390","SAND07","27","7","A","1868","ecotone","9","2019","05","2019-05-9",":00:00","2019-05-09 07:00:00","0.743249","41.754883","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",336,811219.202534209,4629337.06779648,811219.202534209,4629337.06779648,0.00447657690422178,"NO"
"336","337","841","48536483956","0,737383","390","SAND07","28","7","A","1868","ecotone","9","2019","05","2019-05-9",":00:00","2019-05-09 09:00:00","0.737383","41.738866","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",337,810808.779924817,4627537.12824803,810808.779924817,4627537.12824803,0.256372582967961,"NO"
"337","338","842","48536483956","0,737383","390","SAND07","34","7","A","1868","ecotone","9","2019","05","2019-05-9",":00:00","2019-05-09 12:00:00","0.737383","41.739349","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",338,810806.447331059,4627590.76582535,810806.447331059,4627590.76582535,0.00497067617241637,"NO"
"338","339","843","48536483956","0,737583","379","SAND07","34","7","A","2682","ecotone","9","2019","05","2019-05-9",":00:00","2019-05-09 15:00:00","0.737583","41.738433","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",339,810827.506272656,4627489.76666131,810827.506272656,4627489.76666131,0.00955201056775796,"NO"
"339","340","844","48536483956","0,742949","379","SAND07","28","7","A","2682","ecotone","9","2019","05","2019-05-9",":00:00","2019-05-09 18:00:00","0.742949","41.755083","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",340,811193.288429457,4629358.19115165,811193.288429457,4629358.19115165,0.176270021556272,"NO"
"340","341","845","48536483956","0,740133","379","SAND07","28","7","A","2682","ecotone","10","2019","05","2019-05-10","7:00:00","2019-05-10 07:00:00","0.740133","41.747549","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",341,810995.545094088,4628511.33459927,810995.545094088,4628511.33459927,0.0185815893410575,"NO"
"341","342","846","48536483956","0,735966","379","SAND07","37","7","A","2682","ecotone","10","2019","05","2019-05-10","9:00:00","2019-05-10 09:00:00","0.735966","41.739116","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",342,810689.713156703,4627559.76646567,810689.713156703,4627559.76646567,0.138801197346223,"NO"
"342","343","847","48536483956","0,736666","373","SAND07","38","7","A","2494","ecotone","10","2019","05","2019-05-10","2:00:00","2019-05-10 12:00:00","0.736666","41.739666","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",343,810745.280209723,4627623.37571647,810745.280209723,4627623.37571647,0.00781983408646304,"NO"
"343","344","848","48536483956","0,736999","373","SAND07","40","7","A","2494","ecotone","10","2019","05","2019-05-10","5:00:00","2019-05-10 15:00:00","0.736999","41.738616","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",344,810778.047689984,4627507.97662298,810778.047689984,4627507.97662298,0.0111064781904632,"NO"
"344","345","849","48536483956","0,741516","373","SAND07","31","7","A","2494","ecotone","10","2019","05","2019-05-10","8:00:00","2019-05-10 18:00:00","0.741516","41.754716","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",345,811075.902686683,4629312.24496153,811075.902686683,4629312.24496153,0.169307337882043,"NO"
"345","346","850","48536483956","0,737049","373","SAND07","25","7","A","2494","ecotone","11","2019","05","2019-05-11","7:00:00","2019-05-11 07:00:00","0.737049","41.739566","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",346,810777.618983976,4627613.65579761,810777.618983976,4627613.65579761,0.0368492258725647,"NO"
"346","347","851","48536483956","0,737416","373","SAND07","39","7","A","2859","ecotone","11","2019","05","2019-05-11","2:00:00","2019-05-11 12:00:00","0.737416","41.739333","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",347,810809.269378035,4627589.10837718,810809.269378035,4627589.10837718,0.00222509886741769,"NO"
"347","348","852","48536483956","0,737233","373","SAND07","38","7","A","2859","ecotone","11","2019","05","2019-05-11","5:00:00","2019-05-11 15:00:00","0.737233","41.738966","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",348,810795.820660222,4627547.69077752,810795.820660222,4627547.69077752,0.00403169717552969,"NO"
"348","349","853","48536483956","0,743316","373","SAND07","27","7","A","2859","ecotone","11","2019","05","2019-05-11","8:00:00","2019-05-11 18:00:00","0.743316","41.755083","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",349,811223.80619766,4629359.5207728,811223.80619766,4629359.5207728,0.172362990258987,"NO"
"349","350","854","48536483956","0,739283","373","SAND07","28","7","A","2859","ecotone","12","2019","05","2019-05-12","7:00:00","2019-05-12 07:00:00","0.739283","41.738899","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",350,810966.654226574,4627547.66722754,810966.654226574,4627547.66722754,0.0391019644830031,"NO"
"350","351","855","48536483956","0,737083","374","SAND07","35","7","A","2932","ecotone","12","2019","05","2019-05-12","2:00:00","2019-05-12 12:00:00","0.737083","41.738283","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",351,810786.642506831,4627471.30049296,810786.642506831,4627471.30049296,0.0108627590813417,"NO"
"351","352","856","48536483956","0,736633","374","SAND07","36","7","A","2932","ecotone","12","2019","05","2019-05-12","5:00:00","2019-05-12 15:00:00","0.736633","41.738699","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",352,810747.2045313,4627515.8701784,810747.2045313,4627515.8701784,0.00550996336487682,"NO"
"352","353","857","48536483956","0,758916","374","SAND07","27","7","A","2932","ecotone","12","2019","05","2019-05-12","8:00:00","2019-05-12 18:00:00","0.758916","41.767417","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",353,812461.084492177,4630785.86814159,812461.084492177,4630785.86814159,0.341812768945051,"NO"
"353","354","858","48536483956","0,780667","374","SAND07","30","7","A","2932","ecotone","13","2019","05","2019-05-13","7:00:00","2019-05-13 07:00:00","0.780667","41.772017","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",354,814246.953357543,4631376.07633689,814246.953357543,4631376.07633689,0.0401886789139242,"NO"
"354","355","859","48536483956","0,738683","373","SAND07","39","7","A","2679","ecotone","13","2019","05","2019-05-13","2:07:00","2019-05-13 12:07:00","0.738683","41.738099","0","0","18420","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",355,810920.613664099,4627456.65529983,810920.613664099,4627456.65529983,0.279065259561661,"NO"
"355","356","860","48536483956","0,735999","373","SAND07","40","7","A","2679","ecotone","13","2019","05","2019-05-13","5:00:00","2019-05-13 15:00:00","0.735999","41.739099","0","0","10380","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",356,810692.540010988,4627557.99792149,810692.540010988,4627557.99792149,0.0240415640089234,"NO"
"356","357","861","48536483956","0,760466","373","SAND07","29","7","A","2679","ecotone","13","2019","05","2019-05-13","8:00:00","2019-05-13 18:00:00","0.760466","41.766133","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",357,812596.192479988,4630648.91875145,812596.192479988,4630648.91875145,0.336089994321956,"NO"
"357","358","862","48536483956","0,7626","373","SAND07","27","7","A","2679","ecotone","14","2019","05","2019-05-14","7:00:00","2019-05-14 07:00:00","0.7626","41.762216","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",358,812792.668564265,4630221.69976605,812792.668564265,4630221.69976605,0.0100474953247551,"NO"
"358","359","863","48536483956","0,7591","374","SAND07","40","7","A","2961","ecotone","14","2019","05","2019-05-14","2:00:00","2019-05-14 12:00:00","0.7591","41.769717","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",359,812465.203221038,4631041.95613778,812465.203221038,4631041.95613778,0.0490643128249285,"NO"
"359","360","864","48536483956","0,758433","374","SAND07","42","7","A","2961","ecotone","14","2019","05","2019-05-14","5:00:00","2019-05-14 15:00:00","0.758433","41.76995","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",360,812408.619308094,4631065.40437177,812408.619308094,4631065.40437177,0.00567076848977333,"NO"
"360","361","865","48536483956","0,76055","374","SAND07","34","7","A","2961","ecotone","14","2019","05","2019-05-14","8:00:00","2019-05-14 18:00:00","0.76055","41.766033","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",361,812603.662485001,4630638.11935798,812603.662485001,4630638.11935798,0.0434863430142386,"NO"
"361","362","866","48536483956","0,747149","374","SAND07","31","7","A","2961","ecotone","15","2019","05","2019-05-15","7:00:00","2019-05-15 07:00:00","0.747149","41.77555","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",362,811443.384914396,4631646.30264066,811443.384914396,4631646.30264066,0.0328433233924352,"NO"
"362","363","867","48536483956","0,742016","373","SAND07","44","7","A","2109","ecotone","15","2019","05","2019-05-15","2:00:00","2019-05-15 12:00:00","0.742016","41.791899","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",363,810937.564958732,4633443.27746217,810937.564958732,4633443.27746217,0.10370579751259,"NO"
"363","364","868","48536483956","0,741449","373","SAND07","40","7","A","2109","ecotone","15","2019","05","2019-05-15","5:00:00","2019-05-15 15:00:00","0.741449","41.792049","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",364,810889.71739302,4633457.88145535,810889.71739302,4633457.88145535,0.00463166878136738,"NO"
"364","365","869","48536483956","0,759583","373","SAND07","26","7","A","2109","ecotone","15","2019","05","2019-05-15","8:00:00","2019-05-15 18:00:00","0.759583","41.76695","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",365,812518.808126639,4630736.43414691,812518.808126639,4630736.43414691,0.293656488887746,"NO"
"365","366","870","48536483956","0,761183","373","SAND07","27","7","A","2109","ecotone","16","2019","05","2019-05-16","7:00:00","2019-05-16 07:00:00","0.761183","41.761566","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",366,812678.011778434,4630144.35662958,812678.011778434,4630144.35662958,0.0131003213247196,"NO"
"366","367","871","48536483956","0,761033","370","SAND07","40","7","A","2771","ecotone","16","2019","05","2019-05-16","2:07:00","2019-05-16 12:07:00","0.761033","41.765866","0","0","18420","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",367,812644.631484261,4630621.33199588,812644.631484261,4630621.33199588,0.0259563525674112,"NO"
"367","368","872","48536483956","0,760433","370","SAND07","44","7","A","2771","ecotone","16","2019","05","2019-05-16","5:00:00","2019-05-16 15:00:00","0.760433","41.76645","0","0","10380","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",368,812591.907629989,4630684.00196514,812591.907629989,4630684.00196514,0.00788924859887397,"NO"
"368","369","873","48536483956","0,759183","370","SAND07","24","7","A","2771","ecotone","16","2019","05","2019-05-16","8:00:00","2019-05-16 18:00:00","0.759183","41.766883","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",369,812485.877981859,4630727.53813672,812485.877981859,4630727.53813672,0.010611956187739,"NO"
"369","370","874","48536483956","0,758766","370","SAND07","17","7","A","2771","ecotone","17","2019","05","2019-05-17","7:00:00","2019-05-17 07:00:00","0.758766","41.767033","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",370,812450.479825779,4630742.67860724,812450.479825779,4630742.67860724,0.000822635686040623,"NO"
"370","371","875","48536483956","0,747499","373","SAND07","48","7","A","2179","ecotone","17","2019","05","2019-05-17","2:00:00","2019-05-17 12:00:00","0.747499","41.775983","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",371,811470.381461906,4631695.65747144,811470.381461906,4631695.65747144,0.0759416990403654,"NO"
"371","372","876","48536483956","0,746616","373","SAND07","30","7","A","2179","ecotone","17","2019","05","2019-05-17","5:00:00","2019-05-17 15:00:00","0.746616","41.776083","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",372,811396.495293149,4631703.55992348,811396.495293149,4631703.55992348,0.00687969337401025,"NO"
"372","373","877","48536483956","0,745499","373","SAND07","21","7","A","2179","ecotone","17","2019","05","2019-05-17","8:00:00","2019-05-17 18:00:00","0.745499","41.7701","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",373,811332.618427748,4631035.08918032,811332.618427748,4631035.08918032,0.0621716266553077,"NO"
"373","374","878","48536483956","0,745333","373","SAND07","29","7","A","2179","ecotone","18","2019","05","2019-05-18","7:00:00","2019-05-18 07:00:00","0.745333","41.770233","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",374,811318.173907728,4631049.25719637,811318.173907728,4631049.25719637,0.000432321167950776,"NO"
"374","375","879","48536483956","0,747849","375","SAND07","30","7","A","1717","ecotone","18","2019","05","2019-05-18","9:00:00","2019-05-18 09:00:00","0.747849","41.775867","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",375,811500.038317958,4631684.04518316,811500.038317958,4631684.04518316,0.0916992111349569,"NO"
"375","376","880","48536483956","0,747516","375","SAND07","34","7","A","1717","ecotone","18","2019","05","2019-05-18","2:00:00","2019-05-18 12:00:00","0.747516","41.776017","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",376,811471.629866172,4631699.49488781,811471.629866172,4631699.49488781,0.0029939638052563,"NO"
"376","377","881","48536483956","0,746499","375","SAND07","29","7","A","1717","ecotone","18","2019","05","2019-05-18","5:00:00","2019-05-18 15:00:00","0.746499","41.776333","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",377,811385.558194263,4631730.89847168,811385.558194263,4631730.89847168,0.00848269614679845,"NO"
