"","X","Quality","Day","Month","Year","Hr","Min","Outlier","logger_type","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","altitude","hdop","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"89","90","3","01","01","2010","22","27","0","argos","2010-01-01","22:27:42","2010-01-01 22:27:42","-3.833055556","39.03888889","0.665","0","400793","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",90,427903.23191199,4321422.27303653,427903.23191199,4321422.27303653,0.0122406608414116,"NO"
"90","91","3","01","01","2010","22","55","0","argos","2010-01-01","22:55:30","2010-01-01 22:55:30","-3.83","39.04","0.665","0","1668","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",91,428168.803926086,4321543.16018976,428168.803926086,4321543.16018976,0.174830054660192,"NO"
"91","92","1","06","01","2010","18","7","0","argos","2010-01-06","18:07:40","2010-01-06 18:07:40","-3.846666667","39.08611111","0.657","0","414730","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",92,426774.044174648,4326673.62558468,426774.044174648,4326673.62558468,0.0128195739076883,"NO"
"92","93","2","06","01","2010","22","24","0","argos","2010-01-06","22:24:23","2010-01-06 22:24:23","-3.836944444","39.09361111","0.656","0","15403","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",93,427622.572567927,4327498.15018886,427622.572567927,4327498.15018886,0.0768078988313076,"NO"
"93","94","3","11","01","2010","19","20","0","argos","2010-01-11","19:20:04","2010-01-11 19:20:04","-3.868888889","39.05694444","0.665","0","420941","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",94,424821.132389314,4323454.99466131,424821.132389314,4323454.99466131,0.0116853604129819,"NO"
"94","95","1","16","01","2010","15","15","0","argos","2010-01-16","15:15:49","2010-01-16 15:15:49","-3.873055556","39.08972222","0.665","0","417345","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",95,424495.553510335,4327095.9671575,424495.553510335,4327095.9671575,0.00875892013759018,"NO"
"95","96","2","19","01","2010","3","57","0","argos","2010-01-19","03:57:32","2010-01-19 03:57:32","-3.871944444","39.0675","0.655","0","218503","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",96,424567.987033711,4324628.92814854,424567.987033711,4324628.92814854,0.0112954551060562,"NO"
"96","97","2","26","01","2010","11","53","0","argos","2010-01-26","11:53:28","2010-01-26 11:53:28","-3.859166667","39.0425","0.672","0","633356","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",97,425647.197065311,4321844.03465584,425647.197065311,4321844.03465584,0.00471565245233347,"NO"
"97","98","1","28","01","2010","15","29","0","argos","2010-01-28","15:29:06","2010-01-28 15:29:06","-3.855","39.04361111","0.670","0","185738","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",98,426008.947676999,4321963.94155006,426008.947676999,4321963.94155006,0.00205183183537261,"NO"
"98","99","2","31","01","2010","6","51","0","argos","2010-01-31","06:51:31","2010-01-31 06:51:31","-3.870555556","39.05444444","0.670","0","228145","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",99,424674.26883844,4323178.93702101,424674.26883844,4323178.93702101,0.00791106208030916,"NO"
"99","100","1","05","02","2010","6","32","0","argos","2010-02-05","06:32:34","2010-02-05 06:32:34","-3.854166667","39.07138889","0.654","0","430863","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",100,426110.023798579,4325045.89588502,426110.023798579,4325045.89588502,0.00546620662068271,"NO"
"100","101","1","12","02","2010","7","0","0","argos","2010-02-12","07:00:23","2010-02-12 07:00:23","-3.867777778","39.05833333","0.662","0","606469","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",101,424918.741604745,4323608.20837199,424918.741604745,4323608.20837199,0.00307865138422268,"NO"
"101","102","1","19","02","2010","15","4","0","argos","2010-02-19","15:04:33","2010-02-19 15:04:33","-3.813888889","39.08083333","0.666","0","633850","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",102,429603.701985995,4326062.02122463,429603.701985995,4326062.02122463,0.00834371481291665,"NO"
"102","103","2","01","03","2010","15","4","0","argos","2010-03-01","15:04:01","2010-03-01 15:04:01","-3.855277778","39.04777778","0.668","0","863968","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",103,425989.25699799,4322426.56180382,425989.25699799,4322426.56180382,0.00593363663052011,"NO"
"103","104","2","01","03","2010","19","43","0","argos","2010-03-01","19:43:53","2010-03-01 19:43:53","-3.858055556","39.05722222","0.659","0","16792","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",104,425758.770390345,4323476.91972137,425758.770390345,4323476.91972137,0.064035560479873,"NO"
"104","105","3","08","03","2010","23","3","0","argos","2010-03-08","23:03:49","2010-03-08 23:03:49","-3.861666667","39.05833333","0.658","0","616796","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",105,425447.49118449,4323603.17968622,425447.49118449,4323603.17968622,0.000544605733792143,"NO"
"105","106","3","11","03","2010","15","48","0","argos","2010-03-11","15:48:26","2010-03-11 15:48:26","-3.865277778","39.05277778","0.667","0","233077","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",106,425129.181374676,4322989.62098986,425129.181374676,4322989.62098986,0.00296558661998232,"NO"
"106","107","2","13","03","2010","22","58","0","argos","2010-03-13","22:58:36","2010-03-13 22:58:36","-3.849166667","39.0575","0.658","0","198610","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",107,426528.160198837,4323500.52588742,426528.160198837,4323500.52588742,0.00749883299114938,"NO"
"107","108","1","23","03","2010","23","7","0","argos","2010-03-23","23:07:04","2010-03-23 23:07:04","-3.870833333","39.07138889","0.654","0","864508","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",108,424668.245367415,4325059.57655059,424668.245367415,4325059.57655059,0.00280727694122678,"NO"
"108","109","3","28","03","2010","23","47","0","argos","2010-03-28","23:47:37","2010-03-28 23:47:37","-3.839166667","39.05277778","0.659","0","434433","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",109,427388.559698583,4322968.44631197,427388.559698583,4322968.44631197,0.00796402138647333,"NO"
"109","110","1","28","03","2010","23","49","0","argos","2010-03-28","23:49:06","2010-03-28 23:49:06","-3.835277778","39.05055556","0.661","0","89","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",110,427722.797403114,4322718.73835726,427722.797403114,4322718.73835726,4.63572953996771,"NO"
"110","111","3","31","03","2010","5","11","0","argos","2010-03-31","05:11:21","2010-03-31 05:11:21","-3.841388889","39.05416667","0.658","0","192135","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",111,427197.698485756,4323124.35464761,427197.698485756,4323124.35464761,0.00345336623116513,"NO"
"111","112","3","07","04","2010","23","43","0","argos","2010-04-07","23:43:36","2010-04-07 23:43:36","-3.848888889","39.07333333","0.655","0","671535","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",112,426568.601980151,4325257.40300036,426568.601980151,4325257.40300036,0.00331163700843537,"NO"
"112","113","2","15","04","2010","0","36","0","argos","2010-04-15","00:36:54","2010-04-15 00:36:54","-3.854722222","39.07305556","0.654","0","607998","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",113,426063.703813178,4325231.30638228,426063.703813178,4325231.30638228,0.000831534498745831,"NO"
"113","114","1","15","04","2010","5","15","0","argos","2010-04-15","05:15:14","2010-04-15 05:15:14","-3.854722222","39.07277778","0.654","0","16700","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",114,426063.413935673,4325200.47973781,426063.413935673,4325200.47973781,0.00184587793372602,"NO"
"114","115","3","24","04","2010","23","20","0","argos","2010-04-24","23:20:55","2010-04-24 23:20:55","-3.855833333","39.06861111","0.655","0","842741","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",115,425962.943726472,4324738.98795992,425962.943726472,4324738.98795992,0.000560434545600535,"NO"
"115","116","1","02","05","2010","19","24","0","argos","2010-05-02","19:24:22","2010-05-02 19:24:22","-3.828611111","39.03138889","0.667","0","677007","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",116,428280.300614254,4320586.45338129,428280.300614254,4320586.45338129,0.00702411934088315,"NO"
"116","117","2","07","05","2010","12","0","0","argos","2010-05-07","12:00:35","2010-05-07 12:00:35","-3.898888889","39.06722222","0.658","0","405373","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",117,422236.676029461,4324620.80565655,422236.676029461,4324620.80565655,0.0179253157232646,"NO"
"117","118","1","07","05","2010","19","3","0","argos","2010-05-07","19:03:40","2010-05-07 19:03:40","-3.871944444","39.06611111","0.656","0","25385","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",118,424566.508642284,4324474.79604912,424566.508642284,4324474.79604912,0.0919563266775239,"NO"
"118","119","1","10","05","2010","0","19","0","argos","2010-05-10","00:19:51","2010-05-10 00:19:51","-3.859166667","39.07111111","0.653","0","191771","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",119,425677.199014915,4325019.14567821,425677.199014915,4325019.14567821,0.00644990574035185,"NO"
"119","120","2","25","05","2010","0","8","0","argos","2010-05-25","00:08:29","2010-05-25 00:08:29","-3.833055556","39.05111111","0.661","0","1295318","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",120,427915.655518217,4322778.62635221,427915.655518217,4322778.62635221,0.00244504598293122,"NO"
"120","121","1","27","05","2010","16","32","0","argos","2010-05-27","16:32:39","2010-05-27 16:32:39","-3.895","39.07277778","0.665","0","231850","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",121,422579.181834121,4325234.01561938,422579.181834121,4325234.01561938,0.0253363425837107,"NO"
