"","X","Transmitting.time","Altitude..Ellipsoid.","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.Source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"1","2","2022-09-29T12:03:21.407Z","785.58","120.2","2","0","0","5","[1]","0.87","druid","2022-09-29","00:32:49","2022-09-29 00:32:49","1.96","-3.7895628","37.1076128","5","0.1","736.55","d32e80fe1df4","1778","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",2,429846.325581975,4107101.95428394,429846.325581975,4107101.95428394,NA,NA
"2","3","2022-09-29T12:03:24.157Z","799.32","0","2","0","0","27","[1]","0.81","druid","2022-09-29","01:03:10","2022-09-29 01:03:10","1.09","-3.7897644","37.1076256","7","0.1","750.3","d32e80fe1df4","1821","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",3,429828.424659677,4107103.52324652,429828.424659677,4107103.52324652,0.00986254017819792,"NO"
"3","4","2022-09-29T12:03:24.158Z","793.77","0","2","0","0","9","[1]","0.92","druid","2022-09-29","01:32:53","2022-09-29 01:32:53","1.14","-3.7895608","37.107632","6","0.1","744.75","d32e80fe1df4","1783","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",4,429846.520997557,4107104.08281913,429846.520997557,4107104.08281913,0.0101485354980102,"NO"
"4","5","2022-09-29T12:03:24.158Z","796.75","0","2","0","0","26","[1]","0.92","druid","2022-09-29","02:03:10","2022-09-29 02:03:10","1.24","-3.7897512","37.1076192","5","0","747.72","d32e80fe1df4","1817","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",5,429829.591612209,4107102.80348816,429829.591612209,4107102.80348816,0.00933864422249076,"NO"
"5","6","2022-09-29T12:03:24.159Z","798.35","0","2","0","0","28","[1]","0.8","druid","2022-09-29","02:33:12","2022-09-29 02:33:12","1.1","-3.7897364","37.1076","6","0","749.33","d32e80fe1df4","1802","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",6,429830.888920251,4107100.6625392,429830.888920251,4107100.6625392,0.00138842590532457,"NO"
"6","7","2022-09-29T12:03:24.16Z","833.31","0","2","0","0","18","[1]","1","druid","2022-09-29","03:03:02","2022-09-29 03:03:02","2.26","-3.7898544","37.107472","4","0","784.29","d32e80fe1df4","1790","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",7,429820.28617389,4107086.54965433,429820.28617389,4107086.54965433,0.00985592497848983,"YES"
"7","8","2022-09-29T12:03:24.161Z","814.59","0","2","0","0","35","[1]","0.8","druid","2022-09-29","03:33:17","2022-09-29 03:33:17","0.91","-3.7897304","37.1076288","8","0","765.57","d32e80fe1df4","1815","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",8,429831.448607931,4107103.85312475,429831.448607931,4107103.85312475,0.0113389337243048,"NO"
"8","9","2022-09-29T12:03:24.162Z","800.01","125.3","2","0","0","9","[1]","0.84","druid","2022-09-29","04:02:51","2022-09-29 04:02:51","0.94","-3.789744","37.1076352","7","0","750.98","d32e80fe1df4","1774","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",9,429830.24611427,4107104.57317842,429830.24611427,4107104.57317842,0.000789630936764647,"NO"
"9","10","2022-09-29T12:03:24.163Z","811.34","0","2","0","0","34","[1]","0.8","druid","2022-09-29","04:33:17","2022-09-29 04:33:17","0.79","-3.7896828","37.1076128","9","0","762.32","d32e80fe1df4","1826","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",10,429835.663241559,4107102.04294251,429835.663241559,4107102.04294251,0.00327252860184323,"NO"
"10","11","2022-09-29T12:03:24.164Z","781.05","79.6","2","0","0","8","[1]","0.87","druid","2022-09-29","05:02:51","2022-09-29 05:02:51","0.84","-3.7898164","37.1077184","8","0.1","732.03","d32e80fe1df4","1774","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",11,429823.889938597,4107113.8567351,429823.889938597,4107113.8567351,0.00939640551660662,"NO"
"11","12","2022-09-29T12:03:24.165Z","789.99","0","2","0","0","29","[1]","0.83","druid","2022-09-29","05:33:10","2022-09-29 05:33:10","0.78","-3.789752","37.1076576","10","0.2","740.97","d32e80fe1df4","1819","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",12,429829.555958355,4107107.06410481,429829.555958355,4107107.06410481,0.00486018769266988,"NO"
"12","13","2022-09-29T12:03:24.166Z","799.65","79.4","2","0","0","4","[1]","0.92","druid","2022-09-29","06:02:46","2022-09-29 06:02:46","1","-3.7901072","37.1070496","7","0.2","750.62","d32e80fe1df4","1776","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",13,429797.434250229,4107039.8762342,429797.434250229,4107039.8762342,0.0419085906834498,"NO"
"13","14","2022-09-29T12:03:24.167Z","786.67","167.6","2","0","0","34","[1]","0.9","druid","2022-09-29","06:33:17","2022-09-29 06:33:17","1.06","-3.7898024","37.1074528","7","0","737.64","d32e80fe1df4","1831","0","6319","NO_burst_boost","M","BBS","AD","SUR","AND","BBS_8625b",14,429824.888814758,4107084.38121298,429824.888814758,4107084.38121298,0.028543631509005,"NO"
