"","X","id_datoGPS","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"14","18","45","CIP02","PTEALC","1/12/16","16:06:00","1-12-16 16:06","41,547917","0,654717","0,2","6","3,93","","99","pica","2016","12","01","2016-12-01","16:06:00","2016-12-01 16:06:00","0.654717","41.547917","PTS_CIP02","0,2","0","0","3720","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",18,804833.022828854,4606036.81193057,804833.022828854,4606036.81193057,0.41228611561068,"NO"
"15","19","46","CIP02","PTEALC","1/12/16","17:06:00","1-12-16 17:06","41,547667","0,654733","0,3","11","3,92","","99","pica","2016","12","01","2016-12-01","17:06:00","2016-12-01 17:06:00","0.654733","41.547667","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",19,804835.533690397,4606009.10659983,804835.533690397,4606009.10659983,0.00772531921007745,"NO"
"16","20","47","CIP02","PTEALC","1/12/16","18:07:00","1-12-16 18:07","41,548217","0,655083","0,5","24","3,89","","99","pica","2016","12","01","2016-12-01","18:07:00","2016-12-01 18:07:00","0.655083","41.548217","PTS_CIP02","0,5","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",20,804862.143736526,4606071.41973045,804862.143736526,4606071.41973045,0.0185078044180316,"NO"
"17","21","48","CIP02","PTEALC","1/12/16","19:07:00","1-12-16 19:07","41,547633","0,654933","0,4","6","3,92","","99","pica","2016","12","01","2016-12-01","19:07:00","2016-12-01 19:07:00","0.654933","41.547633","PTS_CIP02","0,4","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",21,804852.378078325,4606006.03782636,804852.378078325,4606006.03782636,0.0183580107603884,"NO"
"18","22","49","CIP02","PTEALC","2/12/16","05:01:00","2-12-16 5:01","41,547983","0,654967","0,1","15","3,88","","99","pica","2016","12","02","2016-12-02","05:01:00","2016-12-02 05:01:00","0.654967","41.547983","PTS_CIP02","0,1","0","0","35640","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",22,804853.56776894,4606045.02462164,804853.56776894,4606045.02462164,0.00109438407709019,"NO"
"19","23","50","CIP02","PTEALC","2/12/16","06:02:00","2-12-16 6:02","41,548583","0,6545","0,6","22","3,88","","99","pica","2016","12","02","2016-12-02","06:02:00","2016-12-02 06:02:00","0.6545","41.548583","PTS_CIP02","0,6","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",23,804811.787303133,4606110.0026938,804811.787303133,4606110.0026938,0.0211011363234464,"NO"
"20","24","51","CIP02","PTEALC","2/12/16","07:02:00","2-12-16 7:02","41,547583","0,65595","0,1","12","3,88","","99","pica","2016","12","02","2016-12-02","07:02:00","2016-12-02 07:02:00","0.65595","41.547583","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",24,804937.453748032,4606004.08034055,804937.453748032,4606004.08034055,0.0456406725970938,"NO"
"21","25","52","CIP02","PTEALC","2/12/16","08:02:00","2-12-16 8:02","41,54745","0,656217","0,6","15","3,89","","99","pica","2016","12","02","2016-12-02","08:02:00","2016-12-02 08:02:00","0.656217","41.54745","PTS_CIP02","0,6","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",25,804960.353435812,4605990.2549771,804960.353435812,4605990.2549771,0.00742835647813189,"NO"
"22","26","53","CIP02","PTEALC","2/12/16","09:02:00","2-12-16 9:02","41,571167","0,6744","0,1","8","3,9","","99","pica","2016","12","02","2016-12-02","09:02:00","2016-12-02 09:02:00","0.6744","41.571167","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",26,806365.022089411,4608688.42600741,806365.022089411,4608688.42600741,0.844740554719567,"NO"
"23","27","54","CIP02","PTEALC","2/12/16","10:03:00","2-12-16 10:03","41,547267","0,65615","0,2","20","3,89","","99","pica","2016","12","02","2016-12-02","10:03:00","2016-12-02 10:03:00","0.65615","41.547267","PTS_CIP02","0,2","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",27,804955.625374342,4605969.69640102,804955.625374342,4605969.69640102,0.836474744629608,"NO"
"24","28","55","CIP02","PTEALC","2/12/16","11:03:00","2-12-16 11:03","41,538467","0,6447","0,4","6","3,92","","99","pica","2016","12","02","2016-12-02","11:03:00","2016-12-02 11:03:00","0.6447","41.538467","PTS_CIP02","0,4","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",28,804041.717622585,4604952.0625024,804041.717622585,4604952.0625024,0.379831755568458,"NO"
"25","29","56","CIP02","PTEALC","2/12/16","12:03:00","2-12-16 12:03","41,538383","0,644467","0,3","12","3,91","","99","pica","2016","12","02","2016-12-02","12:03:00","2016-12-02 12:03:00","0.644467","41.538383","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",29,804022.671509553,4604941.91341177,804022.671509553,4604941.91341177,0.0059931790924744,"NO"
"26","30","57","CIP02","PTEALC","2/12/16","13:04:00","2-12-16 13:04","41,538467","0,642383","0,4","6","3,92","","99","pica","2016","12","02","2016-12-02","13:04:00","2016-12-02 13:04:00","0.642383","41.538467","PTS_CIP02","0,4","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",30,803848.401288922,4604943.89943748,803848.401288922,4604943.89943748,0.0476048994478257,"NO"
"27","31","58","CIP02","PTEALC","2/12/16","14:04:00","2-12-16 14:04","41,537317","0,641833","0","20","3,92","","99","pica","2016","12","02","2016-12-02","14:04:00","2016-12-02 14:04:00","0.641833","41.537317","PTS_CIP02","0","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",31,803807.902559181,4604814.25820777,803807.902559181,4604814.25820777,0.0377172221876207,"NO"
"28","32","59","CIP02","PTEALC","2/12/16","15:04:00","2-12-16 15:04","41,537433","0,6423","0,3","6","3,92","","99","pica","2016","12","02","2016-12-02","15:04:00","2016-12-02 15:04:00","0.6423","41.537433","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",32,803846.323132014,4604828.78430305,803846.323132014,4604828.78430305,0.0114065274897445,"NO"
"29","33","60","CIP02","PTEALC","2/12/16","16:04:00","2-12-16 16:04","41,536933","0,64305","0","14","3,91","","99","pica","2016","12","02","2016-12-02","16:04:00","2016-12-02 16:04:00","0.64305","41.536933","PTS_CIP02","0","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",33,803911.243735873,4604775.90239502,803911.243735873,4604775.90239502,0.023252650725497,"NO"
"30","34","61","CIP02","PTEALC","2/12/16","17:05:00","2-12-16 17:05","41,537267","0,642717","0,1","30","3,89","","99","pica","2016","12","02","2016-12-02","17:05:00","2016-12-02 17:05:00","0.642717","41.537267","PTS_CIP02","0,1","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",34,803881.893819857,4604811.8191828,803881.893819857,4604811.8191828,0.0126696379826019,"NO"
"31","35","62","CIP02","PTEALC","2/12/16","18:05:00","2-12-16 18:05","41,5372","0,642733","0","7","3,91","","99","pica","2016","12","02","2016-12-02","18:05:00","2016-12-02 18:05:00","0.642733","41.5372","PTS_CIP02","0","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",35,803883.54288103,4604804.43537698,803883.54288103,4604804.43537698,0.00210100292951386,"NO"
"32","36","63","CIP02","PTEALC","2/12/16","19:05:00","2-12-16 19:05","41,537183","0,6428","1,7","4","3,9","","99","pica","2016","12","02","2016-12-02","19:05:00","2016-12-02 19:05:00","0.6428","41.537183","PTS_CIP02","1,7","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",36,803889.212757934,4604802.78357176,803889.212757934,4604802.78357176,0.00163998544055997,"NO"
"33","37","64","CIP02","PTEALC","3/12/16","05:02:00","3-12-16 5:02","41,537467","0,642533","0,1","25","3,87","","99","pica","2016","12","03","2016-12-03","05:02:00","2016-12-03 05:02:00","0.642533","41.537467","PTS_CIP02","0,1","0","0","35820","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",37,803865.604154562,4604833.38053671,803865.604154562,4604833.38053671,0.00107887414161812,"NO"
"34","38","65","CIP02","PTEALC","3/12/16","06:02:00","3-12-16 6:02","41,53745","0,64255","0,1","7","3,88","","99","pica","2016","12","03","2016-12-03","06:02:00","2016-12-03 06:02:00","0.64255","41.53745","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",38,803867.102244414,4604831.55261048,803867.102244414,4604831.55261048,0.000656313455104765,"NO"
"35","39","66","CIP02","PTEALC","3/12/16","07:02:00","3-12-16 7:02","41,537217","0,642617","1,7","15","3,87","","99","pica","2016","12","03","2016-12-03","07:02:00","2016-12-03 07:02:00","0.642617","41.537217","PTS_CIP02","1,7","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",39,803873.784667672,4604805.91459741,803873.784667672,4604805.91459741,0.00735756034940502,"NO"
"36","40","67","CIP02","PTEALC","3/12/16","08:02:00","3-12-16 8:02","41,53735","0,642583","1,4","14","3,87","","99","pica","2016","12","03","2016-12-03","08:02:00","2016-12-03 08:02:00","0.642583","41.53735","PTS_CIP02","1,4","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",40,803870.324385423,4604820.56412117,803870.324385423,4604820.56412117,0.00418012892820695,"NO"
"37","41","68","CIP02","PTEALC","3/12/16","09:03:00","3-12-16 9:03","41,5375","0,642933","1,2","13","3,88","","99","pica","2016","12","03","2016-12-03","09:03:00","2016-12-03 09:03:00","0.642933","41.5375","PTS_CIP02","1,2","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",41,803898.823512787,4604838.45402229,803898.823512787,4604838.45402229,0.00919117870133886,"NO"
"38","42","69","CIP02","PTEALC","3/12/16","10:03:00","3-12-16 10:03","41,538317","0,642433","0,2","14","3,89","","99","pica","2016","12","03","2016-12-03","10:03:00","2016-12-03 10:03:00","0.642433","41.538317","PTS_CIP02","0,2","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",42,803853.276137059,4604927.41845627,803853.276137059,4604927.41845627,0.0277551111492492,"NO"
"39","43","70","CIP02","PTEALC","3/12/16","11:03:00","3-12-16 11:03","41,538817","0,639783","0,3","6","3,9","","99","pica","2016","12","03","2016-12-03","11:03:00","2016-12-03 11:03:00","0.639783","41.538817","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",43,803629.833731177,4604973.61204295,803629.833731177,4604973.61204295,0.0633622289241676,"NO"
"40","44","71","CIP02","PTEALC","3/12/16","12:04:00","3-12-16 12:04","41,537467","0,642283","0,4","19","3,89","","99","pica","2016","12","03","2016-12-03","12:04:00","2016-12-03 12:04:00","0.642283","41.537467","PTS_CIP02","0,4","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",44,803844.745361325,4604832.50003576,803844.745361325,4604832.50003576,0.0702262876320028,"NO"
"41","45","72","CIP02","PTEALC","3/12/16","13:04:00","3-12-16 13:04","41,53945","0,64115","0,8","5","3,9","","99","pica","2016","12","03","2016-12-03","13:04:00","2016-12-03 13:04:00","0.64115","41.53945","PTS_CIP02","0,8","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",45,803740.92089522,4605048.71695505,803740.92089522,4605048.71695505,0.066607223819699,"NO"
"42","46","73","CIP02","PTEALC","3/12/16","14:04:00","3-12-16 14:04","41,537933","0,64225","0,3","12","3,89","","99","pica","2016","12","03","2016-12-03","14:04:00","2016-12-03 14:04:00","0.64225","41.537933","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",46,803839.807675479,4604884.13181102,803839.807675479,4604884.13181102,0.0533205944603878,"NO"
"43","47","74","CIP02","PTEALC","3/12/16","15:04:00","3-12-16 15:04","41,537517","0,6422","0,1","22","3,88","","99","pica","2016","12","03","2016-12-03","15:04:00","2016-12-03 15:04:00","0.6422","41.537517","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",47,803837.585876662,4604837.76008287,803837.585876662,4604837.76008287,0.0128922310266258,"NO"
"44","48","75","CIP02","PTEALC","3/12/16","16:05:00","3-12-16 16:05","41,537383","0,6424","0,2","13","3,88","","99","pica","2016","12","03","2016-12-03","16:05:00","2016-12-03 16:05:00","0.6424","41.537383","PTS_CIP02","0,2","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",48,803854.901031618,4604823.58413763,803854.901031618,4604823.58413763,0.00611252004476792,"NO"
"45","49","76","CIP02","PTEALC","3/12/16","17:05:00","3-12-16 17:05","41,5374","0,642033","0,4","18","3,88","","99","pica","2016","12","03","2016-12-03","17:05:00","2016-12-03 17:05:00","0.642033","41.5374","PTS_CIP02","0,4","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",49,803824.200603697,4604824.17943322,803824.200603697,4604824.17943322,0.00852713104906604,"NO"
"46","50","77","CIP02","PTEALC","3/12/16","18:06:00","3-12-16 18:06","41,5376","0,641917","0,1","36","3,87","","99","pica","2016","12","03","2016-12-03","18:06:00","2016-12-03 18:06:00","0.641917","41.5376","PTS_CIP02","0,1","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",50,803813.584725238,4604845.98036888,803813.584725238,4604845.98036888,0.00662339548883136,"NO"
"47","51","78","CIP02","PTEALC","3/12/16","19:06:00","3-12-16 19:06","41,537317","0,641983","3,8","4","3,88","","99","pica","2016","12","03","2016-12-03","19:06:00","2016-12-03 19:06:00","0.641983","41.537317","PTS_CIP02","3,8","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",51,803820.417863334,4604814.78643525,803820.417863334,4604814.78643525,0.00886797443240872,"NO"
"48","52","79","CIP02","PTEALC","4/12/16","05:01:00","4-12-16 5:01","41,536067","0,642733","0,2","23","3,86","","99","pica","2016","12","04","2016-12-04","05:01:00","2016-12-04 05:01:00","0.642733","41.536067","PTS_CIP02","0,2","0","0","35700","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",52,803888.854291763,4604678.61890118,803888.854291763,4604678.61890118,0.00426873120253808,"NO"
"49","53","80","CIP02","PTEALC","4/12/16","06:01:00","4-12-16 6:01","41,536067","0,642667","0,5","6","3,86","","99","pica","2016","12","04","2016-12-04","06:01:00","2016-12-04 06:01:00","0.642667","41.536067","PTS_CIP02","0,5","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",53,803883.34745084,4604678.38643161,803883.34745084,4604678.38643161,0.00153061526084593,"NO"
"50","54","81","CIP02","PTEALC","4/12/16","07:01:00","4-12-16 7:01","41,53725","0,6428","0,2","11","3,87","","99","pica","2016","12","04","2016-12-04","07:01:00","2016-12-04 07:01:00","0.6428","41.53725","PTS_CIP02","0,2","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",54,803888.898658027,4604810.22373458,803888.898658027,4604810.22373458,0.0366437440052848,"NO"
"51","55","82","CIP02","PTEALC","4/12/16","08:02:00","4-12-16 8:02","41,538867","0,6424","0","28","3,85","","99","pica","2016","12","04","2016-12-04","08:02:00","2016-12-04 08:02:00","0.6424","41.538867","PTS_CIP02","0","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",55,803847.944594292,4604988.37819832,803847.944594292,4604988.37819832,0.049932017687539,"NO"
"52","56","83","CIP02","PTEALC","4/12/16","09:02:00","4-12-16 9:02","41,549667","0,656417","0,1","9","3,88","","99","pica","2016","12","04","2016-12-04","09:02:00","2016-12-04 09:02:00","0.656417","41.549667","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",56,804966.603178561,4606237.15450182,804966.603178561,4606237.15450182,0.465580611015286,"NO"
"53","57","84","CIP02","PTEALC","4/12/16","10:02:00","4-12-16 10:02","41,5497","0,656467","0,1","7","3,89","","99","pica","2016","12","04","2016-12-04","10:02:00","2016-12-04 10:02:00","0.656467","41.5497","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",57,804970.61883084,4606240.99586106,804970.61883084,4606240.99586106,0.00154321380883866,"NO"
"54","58","85","CIP02","PTEALC","4/12/16","11:03:00","4-12-16 11:03","41,5496","0,656317","0,1","6","3,9","","99","pica","2016","12","04","2016-12-04","11:03:00","2016-12-04 11:03:00","0.656317","41.5496","PTS_CIP02","0,1","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",58,804958.576567661,4606229.36074324,804958.576567661,4606229.36074324,0.0045738628079864,"NO"
"55","59","86","CIP02","PTEALC","4/12/16","12:03:00","4-12-16 12:03","41,5494","0,656417","0,3","16","3,88","","99","pica","2016","12","04","2016-12-04","12:03:00","2016-12-04 12:03:00","0.656417","41.5494","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",59,804967.859890636,4606207.50480571,804967.859890636,4606207.50480571,0.00659421840822948,"NO"
"56","60","87","CIP02","PTEALC","4/12/16","13:04:00","4-12-16 13:04","41,5517","0,63695","0","28","3,88","","99","pica","2016","12","04","2016-12-04","13:04:00","2016-12-04 13:04:00","0.63695","41.5517","PTS_CIP02","0","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",60,803333.158394299,4606394.26649202,803333.158394299,4606394.26649202,0.449422425736338,"NO"
"57","61","88","CIP02","PTEALC","4/12/16","14:04:00","4-12-16 14:04","41,539317","0,640667","0,7","4","3,88","","99","pica","2016","12","04","2016-12-04","14:04:00","2016-12-04 14:04:00","0.640667","41.539317","PTS_CIP02","0,7","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",61,803701.246123615,4605032.247238,803701.246123615,4605032.247238,0.391802537981908,"NO"
"58","62","89","CIP02","PTEALC","4/12/16","15:04:00","4-12-16 15:04","41,535217","0,639733","1","6","3,89","","99","pica","2016","12","04","2016-12-04","15:04:00","2016-12-04 15:04:00","0.639733","41.535217","PTS_CIP02","1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",62,803642.524749622,4604573.66630079,803642.524749622,4604573.66630079,0.128388028913692,"NO"
"59","63","90","CIP02","PTEALC","4/12/16","16:04:00","4-12-16 16:04","41,53505","0,639417","0,4","23","3,87","","99","pica","2016","12","04","2016-12-04","16:04:00","2016-12-04 16:04:00","0.639417","41.53505","PTS_CIP02","0,4","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",63,803616.94047113,4604554.00935559,803616.94047113,4604554.00935559,0.00895966930411436,"NO"
"60","64","91","CIP02","PTEALC","4/12/16","17:05:00","4-12-16 17:05","41,535083","0,639383","0","37","3,88","","99","pica","2016","12","04","2016-12-04","17:05:00","2016-12-04 17:05:00","0.639383","41.535083","PTS_CIP02","0","0","0","3660","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",64,803613.949016537,4604557.5542632,803613.949016537,4604557.5542632,0.00126698848373058,"NO"
"61","65","92","CIP02","PTEALC","4/12/16","18:05:00","4-12-16 18:05","41,53505","0,639333","0,3","9","3,88","","99","pica","2016","12","04","2016-12-04","18:05:00","2016-12-04 18:05:00","0.639333","41.53505","PTS_CIP02","0,3","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",65,803609.931657336,4604553.71375743,803609.931657336,4604553.71375743,0.00154339258419258,"NO"
"62","66","93","CIP02","PTEALC","4/12/16","19:05:00","4-12-16 19:05","41,535167","0,6394","0,1","6","3,88","","99","pica","2016","12","04","2016-12-04","19:05:00","2016-12-04 19:05:00","0.6394","41.535167","PTS_CIP02","0,1","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",66,803614.974054351,4604566.94204595,803614.974054351,4604566.94204595,0.00393133669401026,"NO"
"63","67","94","CIP02","PTEALC","5/12/16","05:02:00","5-12-16 5:02","41,535167","0,639383","0","21","3,85","","99","pica","2016","12","05","2016-12-05","05:02:00","2016-12-05 05:02:00","0.639383","41.535167","PTS_CIP02","0","0","0","35820","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",67,803613.555606505,4604566.88222221,803613.555606505,4604566.88222221,3.96334226692073e-05,"NO"
"64","68","95","CIP02","PTEALC","5/12/16","06:02:00","5-12-16 6:02","41,535167","0,63935","0,7","6","3,87","","99","pica","2016","12","05","2016-12-05","06:02:00","2016-12-05 06:02:00","0.63935","41.535167","PTS_CIP02","0,7","0","0","3600","0","1143","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_CIP02",68,803610.802148931,4604566.76609458,803610.802148931,4604566.76609458,0.000765316672994923,"NO"
