"","X","Quality","Day","Month","Year","Hr","Min","Outlier","logger_type","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","altitude","hdop","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"3","4","1","24","10","2009","16","11","0","argos","2009-10-24","16:11:16","2009-10-24 16:11:16","-3.830833333","39.10111111","0.657","0","195755","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",4,428158.669857946,4328325.61469007,428158.669857946,4328325.61469007,0.0135396144141258,"NO"
"4","5","2","24","10","2009","20","51","0","argos","2009-10-24","20:51:25","2009-10-24 20:51:25","-3.843888889","39.06916667","0.656","0","16809","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",5,426996.830433203,4324790.98059305,426996.830433203,4324790.98059305,0.221337694034284,"NO"
"5","6","2","26","10","2009","22","18","0","argos","2009-10-26","22:18:49","2009-10-26 22:18:49","-3.825555556","39.05027778","0.667","0","178044","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",6,428563.800815853,4322680.22958374,428563.800815853,4322680.22958374,0.0144722649254687,"NO"
"6","7","2","31","10","2009","18","16","0","argos","2009-10-31","18:16:34","2009-10-31 18:16:34","-3.845555556","39.09805556","0.659","0","417465","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",7,426882.478720353,4327998.27012243,426882.478720353,4327998.27012243,0.0133603464708796,"NO"
"7","8","2","31","10","2009","20","7","0","argos","2009-10-31","20:07:03","2009-10-31 20:07:03","-3.843055556","39.10444444","0.665","0","6629","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",8,427105.243984429,4328705.27002588,427105.243984429,4328705.27002588,0.111804617332126,"NO"
"8","9","1","31","10","2009","23","41","0","argos","2009-10-31","23:41:30","2009-10-31 23:41:30","-3.811388889","39.11222222","0.660","0","12867","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",9,429851.05017075,4329543.47662939,429851.05017075,4329543.47662939,0.223103486605761,"NO"
"9","10","1","31","10","2009","23","50","0","argos","2009-10-31","23:50:41","2009-10-31 23:50:41","-3.833333333","39.10944444","0.665","0","551","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",10,427950.978737568,4329252.39038903,427950.978737568,4329252.39038903,3.48231697121475,"NO"
"10","11","2","01","11","2009","3","51","0","argos","2009-11-01","03:51:43","2009-11-01 03:51:43","-3.830833333","39.10083333","0.657","0","14462","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",11,428158.387912596,4328294.78793924,428158.387912596,4328294.78793924,0.0677457389628898,"NO"
"11","12","2","03","11","2009","7","25","0","argos","2009-11-03","07:25:24","2009-11-03 07:25:24","-3.843611111","39.10166667","0.662","0","185621","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",12,427054.344310487,4328397.45152554,427054.344310487,4328397.45152554,0.00597346545672321,"NO"
"12","13","1","05","11","2009","17","57","0","argos","2009-11-05","17:57:34","2009-11-05 17:57:34","-3.840833333","39.075","0.656","0","210730","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",13,427267.152862803,4325435.88449726,427267.152862803,4325435.88449726,0.0140900154625953,"NO"
"13","14","2","05","11","2009","19","7","0","argos","2009-11-05","19:07:15","2009-11-05 19:07:15","-3.854722222","39.06916667","0.655","0","4181","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",14,426059.64571817,4324799.73681994,426059.64571817,4324799.73681994,0.326357890204748,"NO"
"14","15","1","05","11","2009","23","22","0","argos","2009-11-05","23:22:50","2009-11-05 23:22:50","-3.856388889","39.07222222","0.654","0","15335","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",15,425918.658058746,4325140.1835112,425918.658058746,4325140.1835112,0.0240274760329061,"NO"
"15","16","3","08","11","2009","4","18","0","argos","2009-11-08","04:18:28","2009-11-08 04:18:28","-3.822777778","39.06111111","0.662","0","190538","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",16,428815.046820061,4323880.27479044,428815.046820061,4323880.27479044,0.0165769210432338,"NO"
"16","17","1","08","11","2009","4","34","0","argos","2009-11-08","04:34:14","2009-11-08 04:34:14","-3.818333333","39.06055556","0.664","0","946","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",17,429199.021131853,4323815.15238928,429199.021131853,4323815.15238928,0.411254034356854,"NO"
"17","18","1","08","11","2009","8","46","0","argos","2009-11-08","08:46:16","2009-11-08 08:46:16","-3.811666667","39.07527778","0.665","0","15122","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",18,429790.406944924,4325443.77571741,429790.406944924,4325443.77571741,0.114571954806555,"NO"
"18","19","2","10","11","2009","11","49","0","argos","2009-11-10","11:49:19","2009-11-10 11:49:19","-3.840277778","39.07416667","0.656","0","183783","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",19,427314.354637064,4325342.96129043,427314.354637064,4325342.96129043,0.0134837843746725,"NO"
"19","20","3","10","11","2009","12","22","0","argos","2009-11-10","12:22:40","2009-11-10 12:22:40","-3.8825","39.06527778","0.654","0","2001","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",20,423652.415712498,4324391.12920043,423652.415712498,4324391.12920043,1.88992012681257,"NO"
"20","21","1","10","11","2009","15","38","0","argos","2009-11-10","15:38:24","2009-11-10 15:38:24","-3.868888889","39.075","0.657","0","11744","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",21,424840.283758221,4325458.71022587,424840.283758221,4325458.71022587,0.135982103733316,"NO"
"21","22","2","12","11","2009","23","1","0","argos","2009-11-12","23:01:58","2009-11-12 23:01:58","-3.851111111","39.06722222","0.656","0","199414","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",22,426370.020333066,4324581.0204771,426370.020333066,4324581.0204771,0.00884407918584916,"NO"
"22","23","1","15","11","2009","12","19","0","argos","2009-11-15","12:19:39","2009-11-15 12:19:39","-3.841388889","39.06916667","0.657","0","220661","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",23,427213.103758322,4324788.97578962,427213.103758322,4324788.97578962,0.00393521281315705,"NO"
"23","24","1","15","11","2009","14","46","0","argos","2009-11-15","14:46:10","2009-11-15 14:46:10","-3.841666667","39.08388889","0.656","0","8791","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",24,427204.203222449,4326422.99693978,427204.203222449,4326422.99693978,0.185855936152619,"NO"
"24","25","1","17","11","2009","18","9","0","argos","2009-11-17","18:09:53","2009-11-17 18:09:53","-3.860277778","39.10027778","0.666","0","185023","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",25,425611.723347936,4328256.83485751,425611.723347936,4328256.83485751,0.0131268168719119,"NO"
"25","26","2","17","11","2009","23","2","0","argos","2009-11-17","23:02:01","2009-11-17 23:02:01","-3.837777778","39.09277778","0.656","0","17528","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",26,427549.653548549,4327406.33533504,427549.653548549,4327406.33533504,0.120734017493252,"NO"
"26","27","1","20","11","2009","7","16","0","argos","2009-11-20","07:16:03","2009-11-20 07:16:03","-3.8475","39.07333333","0.655","0","202442","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",27,426688.746806174,4325256.28184149,426688.746806174,4325256.28184149,0.0114402939895296,"NO"
"27","28","2","22","11","2009","14","55","0","argos","2009-11-22","14:55:34","2009-11-22 14:55:34","-3.839444444","39.08305556","0.655","0","200371","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",28,427395.551999367,4326328.74019316,427395.551999367,4326328.74019316,0.00641018826265945,"NO"
"28","29","1","22","11","2009","21","50","0","argos","2009-11-22","21:50:46","2009-11-22 21:50:46","-3.839166667","39.09055556","0.656","0","24912","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",29,427427.26405952,4327160.83229034,427427.26405952,4327160.83229034,0.0334241629207841,"NO"
"29","30","2","25","11","2009","8","49","0","argos","2009-11-25","08:49:20","2009-11-25 08:49:20","-3.848055556","39.04694444","0.662","0","212314","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",30,426613.373097013,4322328.22951121,426613.373097013,4322328.22951121,0.0230820241988158,"NO"
"30","31","3","29","11","2009","19","25","0","argos","2009-11-29","19:25:22","2009-11-29 19:25:22","-3.842777778","39.07194444","0.656","0","383762","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",31,427095.809985819,4325098.35163015,427095.809985819,4325098.35163015,0.00732696548686363,"NO"
"31","32","3","29","11","2009","22","24","0","argos","2009-11-29","22:24:10","2009-11-29 22:24:10","-3.849444444","39.06972222","0.655","0","10728","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",32,426516.799109229,4324857.10913635,426516.799109229,4324857.10913635,0.0584637107865257,"NO"
"32","33","1","29","11","2009","23","50","0","argos","2009-11-29","23:50:53","2009-11-29 23:50:53","-3.8475","39.06777778","0.655","0","5203","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",33,426682.99859942,4324639.75498552,426682.99859942,4324639.75498552,0.0525777998883942,"NO"
"33","34","2","30","11","2009","3","46","0","argos","2009-11-30","03:46:59","2009-11-30 03:46:59","-3.850833333","39.0725","0.654","0","14166","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",34,426399.53359593,4325166.49690288,426399.53359593,4325166.49690288,0.0422228955349824,"NO"
"34","35","2","30","11","2009","4","8","0","argos","2009-11-30","04:08:18","2009-11-30 04:08:18","-3.854722222","39.07361111","0.654","0","1279","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",35,426064.283562985,4325292.9585658,426064.283562985,4325292.9585658,0.279928685264998,"NO"
"35","36","2","02","12","2009","11","27","0","argos","2009-12-02","11:27:52","2009-12-02 11:27:52","-3.856388889","39.08222222","0.661","0","199174","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",36,425929.114893444,4326249.93473784,425929.114893444,4326249.93473784,0.00485239121062493,"NO"
"36","37","1","02","12","2009","11","37","0","argos","2009-12-02","11:37:33","2009-12-02 11:37:33","-3.851111111","39.08305556","0.656","0","581","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",37,426386.474196627,4326338.12620933,426386.474196627,4326338.12620933,0.800317134644939,"NO"
"37","38","1","04","12","2009","14","28","0","argos","2009-12-04","14:28:00","2009-12-04 14:28:00","-3.846666667","39.07805556","0.656","0","183027","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",38,426765.7153898,4325779.65967228,426765.7153898,4325779.65967228,0.00368829926754608,"NO"
"38","39","1","04","12","2009","16","8","1","argos","2009-12-04","16:08:43","2009-12-04 16:08:43","-3.96","38.93861111","0.691","0","6043","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",39,416799.305358659,4310402.31933525,416799.305358659,4310402.31933525,3.03187064577726,"NO"
"39","40","1","04","12","2009","18","0","0","argos","2009-12-04","18:00:54","2009-12-04 18:00:54","-3.850277778","39.07916667","0.655","0","6731","0","794","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90070",40,426454.513308577,4325905.88129811,426454.513308577,4325905.88129811,2.71305224088383,"NO"
