"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"71","72","2022-02-25T15:58:07.145Z","518.97","254.2","2","0","0","2","2","0.75","druid","2022-02-25","15:07:37","2022-02-25 15:07:37","0.9","-5.3150496","38.8308128","9","1.1","467.93","d3a5779692a6","479","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",72,299047.460724409,4300548.3104392,299047.460724409,4300548.3104392,0.0257905143936467,"NO"
"72","73","2022-02-25T15:58:07.146Z","503.73","0","2","0","0","3","2","0.86","druid","2022-02-25","15:17:39","2022-02-25 15:17:39","1","-5.3150612","38.8308672","8","0","452.7","d3a5779692a6","602","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",73,299046.606745258,4300554.37368106,299046.606745258,4300554.37368106,0.0101543714879602,"NO"
"73","74","2022-02-25T15:58:07.147Z","492.81","83.5","2","0","0","3","2","0.85","druid","2022-02-25","15:27:38","2022-02-25 15:27:38","0.99","-5.3150176","38.8309472","8","1.3","441.78","d3a5779692a6","599","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",74,299050.616854254,4300563.15672701,299050.616854254,4300563.15672701,0.0160919985490942,"NO"
"74","75","2022-02-25T15:58:07.148Z","506.55","135.9","2","0","0","3","2","0.84","druid","2022-02-25","15:29:38","2022-02-25 15:29:38","0.98","-5.315054","38.830896","8","2.3","455.52","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",75,299047.312824019,4300557.55427381,299047.312824019,4300557.55427381,0.0537533886537246,"NO"
"75","76","2022-02-25T15:58:07.149Z","504.79","168.6","2","0","0","3","2","0.84","druid","2022-02-25","15:31:38","2022-02-25 15:31:38","0.98","-5.3150772","38.8309088","8","0.5","453.76","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",76,299045.334779561,4300559.02596715,299045.334779561,4300559.02596715,0.020375783211713,"NO"
"76","77","2022-02-25T15:58:07.15Z","499.81","0","2","0","0","3","2","0.86","druid","2022-02-25","15:33:38","2022-02-25 15:33:38","1.08","-5.3150552","38.8309088","7","0","448.77","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",77,299047.244660474,4300558.97755331,299047.244660474,4300558.97755331,0.0157892102372761,"NO"
"77","78","2022-02-25T15:58:07.151Z","497.93","265.3","2","0","0","3","2","0.86","druid","2022-02-25","15:35:38","2022-02-25 15:35:38","1.08","-5.3151048","38.8308864","7","2.1","446.9","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",78,299042.875725146,4300556.60058731,299042.875725146,4300556.60058731,0.041104851983376,"NO"
"78","79","2022-02-25T15:58:07.152Z","498.83","0","2","0","0","2","2","0.77","druid","2022-02-25","15:37:38","2022-02-25 15:37:38","0.98","-5.3150688","38.8309184","8","0","447.79","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",79,299046.091015832,4300560.07296089,299046.091015832,4300560.07296089,0.0391106239278363,"NO"
"79","80","2022-02-25T15:58:07.153Z","465.5","126.1","2","0","0","3","2","0.82","druid","2022-02-25","15:39:37","2022-02-25 15:39:37","1","-5.3149876","38.830896","7","2","414.47","d3a5779692a6","119","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",80,299053.077192859,4300557.40815492,299053.077192859,4300557.40815492,0.0623096324863351,"NO"
"80","81","2022-02-25T15:58:07.154Z","496.44","0","2","0","0","3","2","0.83","druid","2022-02-25","15:41:37","2022-02-25 15:41:37","1.02","-5.3150448","38.8309408","8","0.2","445.41","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",81,299048.237542395,4300562.50626385,299048.237542395,4300562.50626385,0.0580944893430842,"NO"
"81","82","2022-02-25T15:58:07.154Z","506.05","149.1","2","0","0","3","2","0.83","druid","2022-02-25","15:43:38","2022-02-25 15:43:38","1.01","-5.3150592","38.8309024","8","0.4","455.01","d3a5779692a6","121","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",82,299046.879403469,4300558.27603641,299046.879403469,4300558.27603641,0.0364172178124869,"NO"
"82","83","2022-02-25T15:58:07.155Z","498.8","61.7","2","0","0","3","2","0.77","druid","2022-02-25","15:45:38","2022-02-25 15:45:38","0.97","-5.315092","38.830912","8","1","447.77","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",83,299044.058953673,4300559.41369641,299044.058953673,4300559.41369641,0.0251343053567979,"NO"
"83","84","2022-02-25T15:58:07.156Z","497.07","0","2","0","0","3","2","0.77","druid","2022-02-25","15:47:38","2022-02-25 15:47:38","0.97","-5.3150524","38.830896","8","0","446.03","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",84,299047.451724473,4300557.55075282,299047.451724473,4300557.55075282,0.0319883317216794,"NO"
"84","85","2022-02-25T15:58:07.157Z","501.07","142.8","2","0","0","3","2","0.84","druid","2022-02-25","15:49:38","2022-02-25 15:49:38","1.05","-5.3150884","38.8308768","7","1.3","450.04","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",85,299044.272445785,4300555.49901745,299044.272445785,4300555.49901745,0.0312713895133833,"NO"
"85","86","2022-02-25T15:58:08.291Z","491.31","48.2","2","0","0","2","2","0.74","druid","2022-02-25","15:51:38","2022-02-25 15:51:38","0.92","-5.3150736","38.830928","9","0.5","440.28","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",86,299045.701323671,4300561.14900301,299045.701323671,4300561.14900301,0.0481641865985172,"NO"
"86","87","2022-02-25T15:58:08.292Z","490.28","144.9","2","0","0","3","2","0.81","druid","2022-02-25","15:53:37","2022-02-25 15:53:37","0.99","-5.3150508","38.830944","7","0.7","439.24","d3a5779692a6","119","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",87,299047.725668957,4300562.87462721,299047.725668957,4300562.87462721,0.0221669058710214,"NO"
"87","88","2022-02-25T15:58:08.293Z","485.5","118","2","0","0","3","2","0.8","druid","2022-02-25","15:55:37","2022-02-25 15:55:37","1.01","-5.3151092","38.8309792","7","0.9","434.46","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",88,299042.754840633,4300566.90990142,299042.754840633,4300566.90990142,0.0529135883981962,"NO"
"88","89","2022-02-25T15:58:08.294Z","502.48","131.5","2","0","0","3","1 2","0.76","druid","2022-02-25","15:57:37","2022-02-25 15:57:37","0.95","-5.3150468","38.830896","8","4.8","451.44","d3a5779692a6","120","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",89,299047.937876064,4300557.53842939,299047.937876064,4300557.53842939,0.0885063175071374,"NO"
"89","90","2022-02-25T23:58:03.249Z","510.55","178.2","2","0","0","3","2","0.74","druid","2022-02-25","15:59:38","2022-02-25 15:59:38","0.91","-5.3150648","38.8308416","9","2.8","459.52","d3a5779692a6","121","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",90,299046.222195293,4300551.5403258,299046.222195293,4300551.5403258,0.0511365104481812,"NO"
"90","91","2022-02-25T23:58:03.25Z","492.8","0","2","0","0","2","2","0.88","druid","2022-02-25","16:07:38","2022-02-25 16:07:38","1.18","-5.3151192","38.8309024","7","0","441.77","d3a5779692a6","480","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",91,299041.670636858,4300558.40807546,299041.670636858,4300558.40807546,0.0171290935188316,"NO"
"91","92","2022-02-25T23:58:03.251Z","476.27","236.9","2","0","0","3","2","0.8","druid","2022-02-25","16:17:38","2022-02-25 16:17:38","1.01","-5.3151984","38.8309472","8","0.2","425.23","d3a5779692a6","600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",92,299034.921114013,4300563.55460806,299034.921114013,4300563.55460806,0.0141228058839214,"NO"
"92","93","2022-02-25T23:58:03.252Z","482.63","206.5","2","0","0","3","2","0.84","druid","2022-02-25","16:27:38","2022-02-25 16:27:38","1.11","-5.3151788","38.8309248","7","0.2","431.59","d3a5779692a6","600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",93,299036.559619338,4300561.02535554,299036.559619338,4300561.02535554,0.00501431861172174,"NO"
"93","94","2022-02-25T23:58:03.253Z","478.61","183.6","2","0","0","3","2","0.84","druid","2022-02-25","16:37:38","2022-02-25 16:37:38","1.1","-5.3150964","38.8309056","7","0.2","427.58","d3a5779692a6","600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",94,299043.658971285,4300558.71305991,299043.658971285,4300558.71305991,0.0124233368692166,"NO"
"94","95","2022-02-25T23:58:03.254Z","499.46","173.4","2","0","0","3","2","0.84","druid","2022-02-25","16:47:38","2022-02-25 16:47:38","1.13","-5.3150992","38.8309056","7","1.8","448.43","d3a5779692a6","600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",95,299043.415895521,4300558.71922176,299043.415895521,4300558.71922176,0.000404582116311005,"NO"
"95","96","2022-02-25T23:58:03.255Z","501.07","11.5","2","0","0","9","1 2","0.87","druid","2022-02-25","16:57:44","2022-02-25 16:57:44","1.26","-5.3151392","38.8311232","6","0.2","450.04","d3a5779692a6","606","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",96,299040.555608857,4300582.95810863,299040.555608857,4300582.95810863,0.0402093346299858,"NO"
"96","97","2022-02-25T23:58:03.256Z","488.76","275.5","2","0","0","3","2","0.85","druid","2022-02-25","17:07:37","2022-02-25 17:07:37","1.05","-5.3151072","38.8310048","7","1.6","437.73","d3a5779692a6","593","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",97,299043.000491352,4300569.74677767,299043.000491352,4300569.74677767,0.0226189409799555,"NO"
"97","98","2022-02-25T23:58:03.257Z","485.29","352.4","2","0","0","3","2","0.86","druid","2022-02-25","17:17:38","2022-02-25 17:17:38","1.06","-5.31502","38.8310368","7","1","434.26","d3a5779692a6","601","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",98,299050.660582948,4300573.10647984,299050.660582948,4300573.10647984,0.0138944926211529,"NO"
"98","99","2022-02-25T23:58:03.258Z","489.98","304.3","2","0","0","3","2","0.86","druid","2022-02-25","17:27:37","2022-02-25 17:27:37","1.07","-5.315106","38.8310208","7","1.1","438.95","d3a5779692a6","599","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",99,299043.149682378,4300571.51993536,299043.149682378,4300571.51993536,0.0127943944701394,"NO"
"99","100","2022-02-25T23:58:03.259Z","482.53","299.4","2","0","0","3","2","0.85","druid","2022-02-25","17:37:37","2022-02-25 17:37:37","1.09","-5.3151588","38.8310176","7","2.2","431.5","d3a5779692a6","600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",100,299038.556971963,4300571.2809723,299038.556971963,4300571.2809723,0.00765211805264689,"NO"
"100","101","2022-02-25T23:58:03.26Z","507.4","0","2","0","0","3","2","0.92","druid","2022-02-25","17:47:38","2022-02-25 17:47:38","1.68","-5.3150104","38.8309632","5","0.1","456.37","d3a5779692a6","601","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",101,299051.286919772,4300564.91668129,299051.286919772,4300564.91668129,0.0236415430925801,"NO"
"101","102","2022-02-25T23:58:03.261Z","493.66","289.5","2","0","0","26","1 2","0.84","druid","2022-02-25","17:58:01","2022-02-25 17:58:01","0.94","-5.3150204","38.8308448","9","0","442.63","d3a5779692a6","623","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",102,299050.085688645,4300551.7977786,299050.085688645,4300551.7977786,0.0211118320592004,"NO"
"102","103","2022-02-25T23:58:03.262Z","516.3","52.5","2","0","0","2","1","0.83","druid","2022-02-25","18:57:37","2022-02-25 18:57:37","0.92","-5.314876","38.8308096","9","0.1","465.27","d3a5779692a6","3576","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",103,299062.522438877,4300547.57326768,299062.522438877,4300547.57326768,0.00367197604329142,"NO"
"103","104","2022-02-25T23:58:03.263Z","492.21","0","2","0","0","3","1","0.84","druid","2022-02-25","19:57:36","2022-02-25 19:57:36","1.1","-5.3145408","38.8307328","8","0","441.18","d3a5779692a6","3599","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",104,299091.406095775,4300538.31189978,299091.406095775,4300538.31189978,0.00842559377683566,"NO"
"104","105","2022-02-25T23:58:05.38Z","545.17","0","2","0","0","3","1","0.77","druid","2022-02-25","20:57:36","2022-02-25 20:57:36","0.93","-5.3143484","38.8306624","8","0","494.14","d3a5779692a6","3600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",105,299107.910908683,4300530.07510103,299107.910908683,4300530.07510103,0.00512245684993027,"NO"
"105","106","2022-02-25T23:58:05.381Z","475.35","46.5","1","0","0","7","1","0.82","druid","2022-02-25","21:57:39","2022-02-25 21:57:39","0.95","-5.3134016","38.8309216","8","0.3","424.32","d3a5779692a6","3603","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",106,299190.834222662,4300556.76055025,299190.834222662,4300556.76055025,0.0241707438741586,"NO"
"106","107","2022-02-25T23:58:05.382Z","514.64","0","2","0","0","28","1","0.78","druid","2022-02-25","22:58:00","2022-02-25 22:58:00","0.8","-5.3144208","38.8308064","10","0","463.61","d3a5779692a6","3621","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",107,299102.030663203,4300546.21656347,299102.030663203,4300546.21656347,0.0246900421531156,"NO"
"107","108","2022-02-25T23:58:05.383Z","510.41","320.2","2","0","0","4","1","0.78","druid","2022-02-25","23:57:35","2022-02-25 23:57:35","0.87","-5.3144636","38.8308288","10","1.8","459.38","d3a5779692a6","3575","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",108,299098.378076116,4300548.79684248,299098.378076116,4300548.79684248,0.00125057329755653,"NO"
"108","109","2022-02-26T07:58:27.98Z","512.26","0","2","0","0","13","1","0.93","druid","2022-02-26","00:57:44","2022-02-26 00:57:44","1.69","-5.3144484","38.8307648","6","0.1","461.23","d3a5779692a6","3609","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",109,299099.517620259,4300541.66020871,299099.517620259,4300541.66020871,0.00200195004828251,"NO"
"109","110","2022-02-26T07:58:27.981Z","519.82","153.1","2","0","0","3","1","0.83","druid","2022-02-26","01:57:39","2022-02-26 01:57:39","0.94","-5.314422","38.8307584","7","0.5","468.79","d3a5779692a6","3595","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",110,299101.79148085,4300540.89180872,299101.79148085,4300540.89180872,0.000667459242599233,"NO"
"110","111","2022-02-26T07:58:27.982Z","509.97","0","2","0","0","25","1","0.8","druid","2022-02-26","02:58:01","2022-02-26 02:58:01","0.8","-5.3143924","38.8308192","10","0","458.93","d3a5779692a6","3622","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",111,299104.532150528,4300547.57472209,299104.532150528,4300547.57472209,0.00199366833698979,"NO"
"111","112","2022-02-26T07:58:27.983Z","451.31","357.2","2","0","0","4","1","0.8","druid","2022-02-26","03:57:39","2022-02-26 03:57:39","0.91","-5.314412","38.8307872","9","0","400.28","d3a5779692a6","3578","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",112,299102.740614049,4300544.06624549,299102.740614049,4300544.06624549,0.00110070343621907,"NO"
"112","113","2022-02-26T07:58:27.984Z","506.47","312.5","2","0","0","2","1","0.84","druid","2022-02-26","04:57:38","2022-02-26 04:57:38","1","-5.3146208","38.8309696","8","0","455.43","d3a5779692a6","3599","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",113,299085.127149937,4300564.76972812,299085.127149937,4300564.76972812,0.00755059227864032,"NO"
"113","114","2022-02-26T07:58:27.985Z","489.58","129.8","2","0","0","3","1","0.77","druid","2022-02-26","05:57:37","2022-02-26 05:57:37","1.05","-5.3146332","38.8309792","8","0.3","438.55","d3a5779692a6","3599","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",114,299084.077676553,4300565.86248976,299084.077676553,4300565.86248976,0.00042086059659555,"NO"
"114","115","2022-02-26T07:58:27.986Z","498.2","0","2","0","0","10","1","0.81","druid","2022-02-26","06:57:45","2022-02-26 06:57:45","1.21","-5.314438","38.8307328","6","0","447.17","d3a5779692a6","3608","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",115,299100.33046964,4300538.08573186,299100.33046964,4300538.08573186,0.0089172395535513,"NO"
"115","116","2022-02-26T07:58:27.987Z","509.52","103.1","2","0","0","27","1","0.75","druid","2022-02-26","07:58:01","2022-02-26 07:58:01","0.8","-5.3144208","38.8309216","10","0.1","458.49","d3a5779692a6","3616","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",116,299102.354680149,4300559.00231105,299102.354680149,4300559.00231105,0.00580986945691692,"NO"
"116","117","2022-02-26T15:58:26.518Z","512.29","320.6","2","0","0","3","1","0.85","druid","2022-02-26","08:57:35","2022-02-26 08:57:35","0.94","-5.3144184","38.8307808","8","0.1","461.26","d3a5779692a6","3574","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",117,299102.167010546,4300543.37000623,299102.167010546,4300543.37000623,0.00437298777188658,"NO"
"117","118","2022-02-26T15:58:26.519Z","508.71","272.4","2","0","0","3","1","0.92","druid","2022-02-26","09:57:35","2022-02-26 09:57:35","1.26","-5.3144856","38.8309088","6","1","457.67","d3a5779692a6","3600","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",118,299096.693211334,4300557.72423537,299096.693211334,4300557.72423537,0.00426617575179416,"NO"
"118","119","2022-02-26T15:58:26.52Z","496.71","0","2","0","0","10","1","0.79","druid","2022-02-26","10:57:42","2022-02-26 10:57:42","1.14","-5.314278","38.83072","6","0","445.68","d3a5779692a6","3607","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",119,299114.184545868,4300536.31310099,299114.184545868,4300536.31310099,0.00766282859961884,"NO"
"119","120","2022-02-26T15:58:26.521Z","504.41","291.8","1","0","0","8","1","0.78","druid","2022-02-26","11:57:40","2022-02-26 11:57:40","0.86","-5.3141564","38.8307232","8","0.5","453.37","d3a5779692a6","3598","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",120,299124.75000454,4300536.40076278,299124.75000454,4300536.40076278,0.00293576613841111,"NO"
"120","121","2022-02-26T15:58:26.522Z","517.13","0","2","0","0","29","2","0.86","druid","2022-02-26","12:48:00","2022-02-26 12:48:00","1.01","-5.3144056","38.8306528","8","0.1","466.1","d3a5779692a6","3020","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",121,299102.918200565,4300529.13546031,299102.918200565,4300529.13546031,0.00761633928087512,"NO"
